,community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg,community_prov
2869,Noelville (Warren/Killarney),ON,,,46.1293,-80.4254,12.0,2008,1357.159959,"Noelville (Warren/Killarney), ON"
2398,Westlock,AB,5101.0,Census subdivision,54.1522,-113.8514,13.0,2008,1357.159959,"Westlock, AB"
2486,Stratford,ON,31465.0,Census subdivision,53.522,-113.4916,16.0,2008,1357.159959,"Stratford, ON"
2327,Maskoutains Region,QC,,,45.6081,-72.8945,18.0,2008,1357.159959,"Maskoutains Region, QC"
2329,Salmon Arm,BC,17706.0,Census subdivision,50.7001,-119.2838,18.0,2008,1357.159959,"Salmon Arm, BC"
2331,Barrhead,AB,4579.0,Census subdivision,54.1231,-114.4017,19.0,2008,1357.159959,"Barrhead, AB"
3868,Saskatoon,SK,246376.0,Census subdivision,52.1332,-106.67,22.0,2008,1357.159959,"Saskatoon, SK"
3882,Cornwall ON,ON,46589.0,Census subdivision,45.0213,-74.7303,22.0,2008,1357.159959,"Cornwall ON, ON"
82,Jacques-Cartier Region,QC,43485.0,Census division,47.033333,-71.58333,29.0,2008,1357.159959,"Jacques-Cartier Region, QC"
158,Lanark County (Tay Valley Township),ON,5665.0,Census subdivision,44.888999999999996,-76.3172,35.0,2008,1357.159959,"Lanark County (Tay Valley Township), ON"
4345,Greenstone,ON,4636.0,Census subdivision,49.7667,-87.2833,35.0,2008,1357.159959,"Greenstone, ON"
178,Beiseker,AB,819.0,Census subdivision,51.385,-113.5353,36.0,2008,1357.159959,"Beiseker, AB"
195,Grey County (Chatsworth),ON,6630.0,Census subdivision,44.4562,-80.8975,37.0,2008,1357.159959,"Grey County (Chatsworth), ON"
267,East Algoma (Blind River/Thessalon),ON,4758.0,Census subdivision,48.0,-84.5,41.0,2008,1357.159959,"East Algoma (Blind River/Thessalon), ON"
268,Frontenac,ON,150475.0,Census division,44.5797,-76.5654,41.0,2008,1357.159959,"Frontenac, ON"
336,Etchemins Region,QC,16536.0,Census division,46.2986,-70.4137,43.0,2008,1357.159959,"Etchemins Region, QC"
339,Robert-Cliche Region,QC,19125.0,Census division,46.2556,-70.8483,43.0,2008,1357.159959,"Robert-Cliche Region, QC"
4386,Port Alberni,BC,17678.0,Census subdivision,49.2339,-124.8055,43.0,2008,1357.159959,"Port Alberni, BC"
4418,North Battleford,SK,14315.0,Census subdivision,52.7765,-108.2975,45.0,2008,1357.159959,"North Battleford, SK"
534,Ile-d'Orleans Region,QC,93674.0,Federal electoral district,46.916667,-70.9,52.0,2008,1357.159959,"Ile-d'Orleans Region, QC"
544,Vaudreuil-Soulanges Region,QC,149309.0,Census division,45.3834,-74.2591,55.0,2008,1357.159959,"Vaudreuil-Soulanges Region, QC"
706,Napanee (Stone Mills),ON,7702.0,Census subdivision,44.4402,-76.9746,55.0,2008,1357.159959,"Napanee (Stone Mills), ON"
546,Middlesex (Strathroy),ON,20867.0,Census subdivision,42.9554,-81.6232,56.0,2008,1357.159959,"Middlesex (Strathroy), ON"
751,Kenora,ON,15096.0,Census subdivision,49.766999999999996,-94.4894,56.0,2008,1357.159959,"Kenora, ON"
926,Ste. Marie,QC,,,46.43899999999999,-71.0213,61.0,2008,1357.159959,"Ste. Marie, QC"
906,White Rock,BC,19952.0,Census subdivision,49.0253,-122.803,63.0,2008,1357.159959,"White Rock, BC"
1031,Strathroy-Caradoc,ON,20867.0,Census subdivision,42.9575,-81.61667,64.0,2008,1357.159959,"Strathroy-Caradoc, ON"
910,Rimouski-Neigette Region,QC,56650.0,Census division,48.4071,-68.59,66.0,2008,1357.159959,"Rimouski-Neigette Region, QC"
1091,Stratford,ON,31465.0,Census subdivision,43.37,-80.9822,66.0,2008,1357.159959,"Stratford, ON"
913,Collingwood (The Blue Mountains),ON,7025.0,Census subdivision,44.483333,-80.38333,67.0,2008,1357.159959,"Collingwood (The Blue Mountains), ON"
1152,Nelson,BC,10572.0,Census subdivision,49.4928,-117.2948,68.0,2008,1357.159959,"Nelson, BC"
925,Stratford,PEI,,,46.2159,-63.0886,69.0,2008,1357.159959,"Stratford, PEI"
1189,Peterborough County (Cavan-Millbrook-North Monaghan),ON,138236.0,Census division,44.2087,-78.4525,69.0,2008,1357.159959,"Peterborough County (Cavan-Millbrook-North Monaghan), ON"
1229,Headingley,MB,3579.0,Census subdivision,49.887,-97.3772,71.0,2008,1357.159959,"Headingley, MB"
1232,Oakbank,MB,,,49.9391,-96.8426,71.0,2008,1357.159959,"Oakbank, MB"
1233,Riviere-du-Nord Region,QC,112156.0,Federal electoral district,45.816666999999995,-74.01666999999999,71.0,2008,1357.159959,"Riviere-du-Nord Region, QC"
1302,East Interlake,MB,91743.0,Economic region,50.833333,-97.66667,72.0,2008,1357.159959,"East Interlake, MB"
1340,Trois-Rivieres,QC,134413.0,Census subdivision,46.3547,-72.5838,73.0,2008,1357.159959,"Trois-Rivieres, QC"
1371,Calgary,AB,1239220.0,Census subdivision,51.0486,-114.0708,74.0,2008,1357.159959,"Calgary, AB"
1243,Fjord-du-Saguenay Region,QC,161635.0,Census division,48.45,-70.9,75.0,2008,1357.159959,"Fjord-du-Saguenay Region, QC"
1244,Mount Forest (Southgate),ON,7354.0,Census subdivision,43.9811,-80.7359,75.0,2008,1357.159959,"Mount Forest (Southgate), ON"
1247,Essex,ON,20427.0,Census subdivision,42.1727,-82.8189,76.0,2008,1357.159959,"Essex, ON"
1255,Maskinonge Region,QC,2319.0,Census subdivision,46.316666999999995,-72.93333,77.0,2008,1357.159959,"Maskinonge Region, QC"
1536,City of Kawartha Lakes,ON,75423.0,Census subdivision,44.5337,-78.9006,78.0,2008,1357.159959,"City of Kawartha Lakes, ON"
1263,Blainville,QC,56863.0,Census subdivision,45.6689,-73.8729,79.0,2008,1357.159959,"Blainville, QC"
1630,Cardston,AB,3585.0,Census subdivision,49.1951,-113.3018,82.0,2008,1357.159959,"Cardston, AB"
1633,Huntsville,ON,19816.0,,45.3269,-79.2168,82.0,2008,1357.159959,"Huntsville, ON"
1725,Pierre-De Saurel Region,QC,51025.0,Census division,45.966667,-73.0,83.0,2008,1357.159959,"Pierre-De Saurel Region, QC"
1828,Restigouche/Chaleur District,NB,,,47.77,-65.8,86.0,2008,1357.159959,"Restigouche/Chaleur District, NB"
1647,Beaumont,AB,17396.0,Census subdivision,53.3524,-113.4154,87.0,2008,1357.159959,"Beaumont, AB"
1655,Morris,MB,1885.0,Census subdivision,49.3545,-97.3647,88.0,2008,1357.159959,"Morris, MB"
1898,Riviere-du-Loup,QC,28902.0,Census division,47.836000000000006,-69.536,88.0,2008,1357.159959,"Riviere-du-Loup, QC"
1968,Vulcan,AB,1917.0,Census subdivision,50.4032,-113.2612,91.0,2008,1357.159959,"Vulcan, AB"
1997,Picture Butte,AB,1810.0,Census subdivision,49.873000000000005,-112.7802,91.0,2008,1357.159959,"Picture Butte, AB"
2112,Three Hills,AB,3212.0,Census subdivision,51.7071,-113.2649,94.0,2008,1357.159959,"Three Hills, AB"
1984,Almaguin Highlands,ON,,,45.8,-79.6,97.0,2008,1357.159959,"Almaguin Highlands, ON"
2189,Saint-Jean-sur-Richelieu,QC,84685.0,,45.3058,-73.2545,97.0,2008,1357.159959,"Saint-Jean-sur-Richelieu, QC"
2252,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte",NB,6248.0,Census subdivision,47.8,-65.7,99.0,2008,1357.159959,"Beresford, Nigadoo, Petit-Rocher, Pointe-Verte, NB"
2253,Caledonia District,NB,,,46.133218,-64.74835,99.0,2008,1357.159959,"Caledonia District, NB"
2624,Huron (Goderich),ON,7628.0,Census subdivision,43.7428,-81.7139,111.0,2008,1357.159959,"Huron (Goderich), ON"
2345,Therese-de-Blainville,QC,157103.0,Census division,45.666667,-73.88333,112.0,2008,1357.159959,"Therese-de-Blainville, QC"
2602,Sidney,BC,11672.0,Census subdivision,48.6502,-123.399,112.0,2008,1357.159959,"Sidney, BC"
2607,Maple Ridge,BC,82256.0,Census subdivision,49.2193,-122.5984,114.0,2008,1357.159959,"Maple Ridge, BC"
2358,D'Autray Region,QC,42189.0,Census division,46.1721,-73.2616,116.0,2008,1357.159959,"D'Autray Region, QC"
2366,Carnduff,SK,1099.0,Census subdivision,49.1739,-101.7958,118.0,2008,1357.159959,"Carnduff, SK"
2616,Colwood,BC,16859.0,Census subdivision,48.4288,-123.4889,118.0,2008,1357.159959,"Colwood, BC"
2622,Summerland,BC,11615.0,Census subdivision,49.6073,-119.6769,118.0,2008,1357.159959,"Summerland, BC"
2368,Evansburg,AB,795.0,Designated place,53.5998,-115.0177,119.0,2008,1357.159959,"Evansburg, AB"
2835,Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,119.0,2008,1357.159959,"Haut-Saint-Laurent Region, QC"
2376,Saguenay,QC,145949.0,Census subdivision,48.416667,-71.06667,123.0,2008,1357.159959,"Saguenay, QC"
2977,Kingston,ON,123798.0,Census subdivision,44.2312,-76.486,124.0,2008,1357.159959,"Kingston, ON"
2381,North Bay,ON,51553.0,Census subdivision,46.3091,-79.4608,125.0,2008,1357.159959,"North Bay, ON"
2879,Port Hope,ON,16753.0,Census subdivision,43.9492,-78.2934,125.0,2008,1357.159959,"Port Hope, ON"
2999,Morinville,AB,9848.0,Census subdivision,53.7925,-113.6463,125.0,2008,1357.159959,"Morinville, AB"
2392,Abitibi-Ouest Region,QC,20538.0,Census division,48.7686,-79.1244,129.0,2008,1357.159959,"Abitibi-Ouest Region, QC"
2890,Peterborough-Lakefield,ON,,,44.3091,-78.3197,129.0,2008,1357.159959,"Peterborough-Lakefield, ON"
2403,Chestermere,AB,19887.0,Census subdivision,51.0498,-113.8233,132.0,2008,1357.159959,"Chestermere, AB"
3115,St. John's,NL,205955.0,CMA,47.5615,-52.7126,132.0,2008,1357.159959,"St. John's, NL"
3165,Innisfail,AB,7847.0,Census subdivision,52.0274,-113.9471,135.0,2008,1357.159959,"Innisfail, AB"
2418,Blue Hills,MB,,,49.7538,-99.87100000000001,136.0,2008,1357.159959,"Blue Hills, MB"
3232,Sunshine Coast,BC,25599.0,Census subdivision,49.7604,-123.7644,139.0,2008,1357.159959,"Sunshine Coast, BC"
2432,Humboldt,SK,5869.0,Census subdivision,52.202,-105.1229,141.0,2008,1357.159959,"Humboldt, SK"
3271,Sault Ste. Marie,ON,73368.0,Census subdivision,46.5219,-84.3461,142.0,2008,1357.159959,"Sault Ste. Marie, ON"
2439,Niagara Region (St. Catharines),ON,406074.0,CMA,43.0582,-79.2902,144.0,2008,1357.159959,"Niagara Region (St. Catharines), ON"
2441,St. Eustache,QC,44008.0,Census subdivision,45.5585,-73.8961,144.0,2008,1357.159959,"St. Eustache, QC"
3302,Vancouver,BC,2463431.0,CMA,49.2827,-123.1207,144.0,2008,1357.159959,"Vancouver, BC"
2448,Queens County,NS,10351.0,Census division,44.2372,-64.98,145.0,2008,1357.159959,"Queens County, NS"
3250,Superior East,ON,82651.0,Federal electoral district,47.986000000000004,-84.75,145.0,2008,1357.159959,"Superior East, ON"
2452,Enderby,BC,2964.0,Census subdivision,50.5508,-119.1397,147.0,2008,1357.159959,"Enderby, BC"
3253,Kimberley,BC,7425.0,Census subdivision,49.6652,-115.9967,147.0,2008,1357.159959,"Kimberley, BC"
3347,Southern Georgian Bay (Penetanguishene),ON,8962.0,Census subdivision,44.7688,-79.9337,148.0,2008,1357.159959,"Southern Georgian Bay (Penetanguishene), ON"
3386,Madawaska/Victoria District,NB,32741.0,Census division,47.421417,-68.36061,151.0,2008,1357.159959,"Madawaska/Victoria District, NB"
2473,Temiscamingue Region,QC,146717.0,,47.55,-79.23333000000001,154.0,2008,1357.159959,"Temiscamingue Region, QC"
3427,Spruce Grove,AB,34066.0,Census subdivision,53.5428,-113.9034,154.0,2008,1357.159959,"Spruce Grove, AB"
2475,Exeter (South Huron),ON,10096.0,Census subdivision,43.3473,-81.4806,155.0,2008,1357.159959,"Exeter (South Huron), ON"
3381,Haute-Gaspesie Region,QC,11316.0,Census division,49.2846,-65.8767,156.0,2008,1357.159959,"Haute-Gaspesie Region, QC"
2493,Corner Brook,NL,19806.0,Census subdivision,48.949,-57.9503,163.0,2008,1357.159959,"Corner Brook, NL"
13,Dufferin (Mono),ON,61735.0,Census division,44.0034,-80.0535,164.0,2008,1357.159959,"Dufferin (Mono), ON"
3552,Grand Falls,NB,5326.0,Census subdivision,47.048,-67.7399,164.0,2008,1357.159959,"Grand Falls, NB"
3509,Trail,BC,7709.0,Census subdivision,49.0966,-117.7117,165.0,2008,1357.159959,"Trail, BC"
3511,Mission,BC,33261.0,Census subdivision,49.1329,-122.3262,166.0,2008,1357.159959,"Mission, BC"
2509,Avignon/Bonaventure Region,QC,14461.0,Census division,48.2172,-65.9045,171.0,2008,1357.159959,"Avignon/Bonaventure Region, QC"
2514,Airdrie,AB,61581.0,Census subdivision,51.2917,-114.0144,173.0,2008,1357.159959,"Airdrie, AB"
2520,Renfrew,ON,8223.0,Census subdivision,45.4749,-76.6877,174.0,2008,1357.159959,"Renfrew, ON"
3660,Columbia Valley,BC,266.0,Designated Place,50.5065,-116.0291,175.0,2008,1357.159959,"Columbia Valley, BC"
2525,Bonnyville,AB,5417.0,Census subdivision,54.2682,-110.72,177.0,2008,1357.159959,"Bonnyville, AB"
2545,Medicine Hat,AB,63260.0,Census subdivision,50.0405,-110.6764,184.0,2008,1357.159959,"Medicine Hat, AB"
3705,Oromocto,NB,9223.0,Census subdivision,45.8487,-66.4813,184.0,2008,1357.159959,"Oromocto, NB"
3743,Golden/Field,BC,6011.0,Census subdivision,51.2961,-116.9631,184.0,2008,1357.159959,"Golden/Field, BC"
2552,Papineau Region,QC,22832.0,Census division,45.7755,-75.1489,185.0,2008,1357.159959,"Papineau Region, QC"
3706,Napanee (Greater Napanee),ON,15892.0,Census subdivision,44.2148,-76.9643,185.0,2008,1357.159959,"Napanee (Greater Napanee), ON"
3750,Castlegar,BC,8039.0,Census subdivision,49.3237,-117.6593,185.0,2008,1357.159959,"Castlegar, BC"
2556,Drummond Region,QC,103397.0,Federal electoral district,45.8615,-72.5174,186.0,2008,1357.159959,"Drummond Region, QC"
2558,Greater Sudbury,ON,161531.0,Census subdivision,46.5221,-80.953,187.0,2008,1357.159959,"Greater Sudbury, ON"
2575,100 Mile House,BC,1980.0,Census subdivision,51.644,-121.295,193.0,2008,1357.159959,"100 Mile House, BC"
2585,Central Hastings,ON,136445.0,Census division,44.3096,-77.9568,196.0,2008,1357.159959,"Central Hastings, ON"
27,Kativik Region,QC,,,58.602778,-70.96547,198.0,2008,1357.159959,"Kativik Region, QC"
3876,Whitecourt,AB,10204.0,Census subdivision,54.1424,-115.685,213.0,2008,1357.159959,"Whitecourt, AB"
3880,Camrose,AB,18742.0,Census subdivision,53.0222,-112.8286,217.0,2008,1357.159959,"Camrose, AB"
3934,Dryden,ON,7749.0,Census subdivision,49.7801,-92.837,217.0,2008,1357.159959,"Dryden, ON"
4008,Woodstock,NB,5228.0,Census subdivision,46.1503,-67.6034,225.0,2008,1357.159959,"Woodstock, NB"
3884,Bathurst,NB,4797.0,Census subdivision,47.6184,-65.6513,227.0,2008,1357.159959,"Bathurst, NB"
3886,Hawkesbury,ON,10263.0,Census subdivision,45.6071,-74.6042,228.0,2008,1357.159959,"Hawkesbury, ON"
4036,Flin Flon,MB,4982.0,Census subdivision,54.7658,-101.8762,234.0,2008,1357.159959,"Flin Flon, MB"
3894,Victoria County,NS,2567.0,Census subdivision,46.6312,-60.4209,239.0,2008,1357.159959,"Victoria County, NS"
48,Westman,MB,,,49.875,-100.33333,243.0,2008,1357.159959,"Westman, MB"
49,Oak Bay,BC,18094.0,Census subdivision,48.4261,-123.3165,245.0,2008,1357.159959,"Oak Bay, BC"
62,Peterborough County (Douro/Dummer),ON,6709.0,Census subdivision,44.4909,-78.1114,261.0,2008,1357.159959,"Peterborough County (Douro/Dummer), ON"
4162,Whitehorse,YT,25085.0,Census subdivision,60.7212,-135.0568,264.0,2008,1357.159959,"Whitehorse, YT"
4183,Kirkland Lake,ON,7981.0,Census subdivision,48.1497,-80.0315,272.0,2008,1357.159959,"Kirkland Lake, ON"
3913,Campbell River,BC,32588.0,Census subdivision,50.0331,-125.2733,274.0,2008,1357.159959,"Campbell River, BC"
3922,Sept-Rivieres Region,QC,39322.0,Census division,50.133333,-66.61667,294.0,2008,1357.159959,"Sept-Rivieres Region, QC"
4249,Yarmouth,NS,6518.0,Census subdivision,43.8375,-66.1174,298.0,2008,1357.159959,"Yarmouth, NS"
88,Cumberland County,NS,30005.0,Census division,45.8006,-63.8594,299.0,2008,1357.159959,"Cumberland County, NS"
4275,Portage la Prairie,MB,13304.0,Census agglomeration,49.9723,-98.2903,313.0,2008,1357.159959,"Portage la Prairie, MB"
128,Grey County (Georgian Bluffs),ON,10479.0,Census subdivision,44.684,-81.0198,325.0,2008,1357.159959,"Grey County (Georgian Bluffs), ON"
131,Vallee-du-Richelieu Region,QC,124420.0,Census division,45.5963,-73.2001,327.0,2008,1357.159959,"Vallee-du-Richelieu Region, QC"
138,Peterborough County (Selwyn),ON,17060.0,Census subdivision,44.4228,-78.3541,332.0,2008,1357.159959,"Peterborough County (Selwyn), ON"
148,North Saanich,BC,11249.0,Census subdivision,48.6197,-123.4169,341.0,2008,1357.159959,"North Saanich, BC"
156,Beauce-Sartigan Region,QC,52406.0,Census division,46.0551,-70.2328,349.0,2008,1357.159959,"Beauce-Sartigan Region, QC"
161,Killarney,MB,3429.0,Census subdivision,49.1817,-99.665,351.0,2008,1357.159959,"Killarney, MB"
169,Nouvelle-Beauce Region,QC,1659.0,Census subdivision,46.5222,-71.0094,356.0,2008,1357.159959,"Nouvelle-Beauce Region, QC"
173,Peterborough County (Otonabee-South Monaghan),ON,6670.0,Census subdivision,44.2716,-78.1564,357.0,2008,1357.159959,"Peterborough County (Otonabee-South Monaghan), ON"
188,Repentigny,QC,84285.0,Census subdivision,45.7533,-73.4401,364.0,2008,1357.159959,"Repentigny, QC"
194,Northumberland (Alnwick/Haldimand),ON,6869.0,Census subdivision,43.9523,-77.9739,369.0,2008,1357.159959,"Northumberland (Alnwick/Haldimand), ON"
197,Grenville County (Prescott/Augusta),ON,11575.0,Census subdivision,44.7093,-75.51899999999999,371.0,2008,1357.159959,"Grenville County (Prescott/Augusta), ON"
4266,Vegreville,AB,5708.0,,53.5052,-112.0621,371.0,2008,1357.159959,"Vegreville, AB"
203,Devon,AB,6578.0,Census subdivision,53.3614,-113.7264,376.0,2008,1357.159959,"Devon, AB"
206,Bellechasse Region,QC,37233.0,Census division,46.6919,-70.8339,378.0,2008,1357.159959,"Bellechasse Region, QC"
4272,Broadview,SK,552.0,,50.3781,-102.5791,392.0,2008,1357.159959,"Broadview, SK"
248,Appalaches Region,QC,42346.0,Census division,46.483333,-70.61667,394.0,2008,1357.159959,"Appalaches Region, QC"
257,University,BC,,,45.8267,-77.1109,397.0,2008,1357.159959,"University, BC"
259,Caledon,ON,66502.0,Census subdivision,43.8363,-79.8745,398.0,2008,1357.159959,"Caledon, ON"
262,Kennebecasis Region,NB,,,45.401,-65.942,399.0,2008,1357.159959,"Kennebecasis Region, NB"
