,Year,Country_Residence,Origin,Type,Count,Lat_Residence,Lon_Residence,Lat_Origin,Lon_Origin
2736,2016,El Salvador,Syria,Refugees (incl. refugee-like situations),5,13.794185,-88.89653,34.802075,38.996815000000005
2741,2016,Somalia,Syria,Refugees (incl. refugee-like situations),145,5.152149,46.199616,34.802075,38.996815000000005
2751,2016,Serbia,Syria,Refugees (incl. refugee-like situations),747,44.016521000000004,21.005859,34.802075,38.996815000000005
2770,2016,Slovakia,Syria,Refugees (incl. refugee-like situations),54,48.669026,19.699023999999998,34.802075,38.996815000000005
2784,2016,Slovenia,Syria,Refugees (incl. refugee-like situations),118,46.151241,14.995463,34.802075,38.996815000000005
2869,2016,Sweden,Syria,Refugees (incl. refugee-like situations),96914,60.128161,18.643501,34.802075,38.996815000000005
2928,2016,Chad,Syria,Refugees (incl. refugee-like situations),17,15.454166,18.732207,34.802075,38.996815000000005
2957,2016,Thailand,Syria,Refugees (incl. refugee-like situations),268,15.870032,100.992541,34.802075,38.996815000000005
2969,2016,Trinidad and Tobago,Syria,Refugees (incl. refugee-like situations),31,10.691803,-61.222503,34.802075,38.996815000000005
2979,2016,Tunisia,Syria,Refugees (incl. refugee-like situations),504,33.886917,9.537499,34.802075,38.996815000000005
3007,2016,Turkey,Syria,Refugees (incl. refugee-like situations),2823987,38.963745,35.243322,34.802075,38.996815000000005
3029,2016,Uganda,Syria,Refugees (incl. refugee-like situations),7,1.373333,32.290275,34.802075,38.996815000000005
3057,2016,Ukraine,Syria,Refugees (incl. refugee-like situations),446,48.379433,31.16558,34.802075,38.996815000000005
3073,2016,Uruguay,Syria,Refugees (incl. refugee-like situations),60,-32.522779,-55.765834999999996,34.802075,38.996815000000005
3208,2016,United States,Syria,Refugees (incl. refugee-like situations),6444,37.09024,-95.712891,34.802075,38.996815000000005
3251,2016,Yemen,Syria,Refugees (incl. refugee-like situations),3249,15.552726999999999,48.516388,34.802075,38.996815000000005
3282,2016,South Africa,Syria,Refugees (incl. refugee-like situations),44,-30.559482,22.937506,34.802075,38.996815000000005
3300,2016,Zambia,Syria,Refugees (incl. refugee-like situations),5,-13.133897,27.849332,34.802075,38.996815000000005
