,Characters,Dialogue,Movie
96,JYN ERSO, I was a child Saw Gerrera saved my life. He raised me. But I've no idea where he is. I haven't seen him in years.,Rogue One
97,CASSIAN,We know how to find him that's not our problem. What we need is someone who gets us through the door without being killed.,Rogue One
98,JYN ERSO, You're all rebels aren't you?,Rogue One
99,MON MOTHMA, Yes but Saw Gerrera's an extremist. He's been fighting on his own since he broke with the Rebellion. His militancy has caused the Alliance a great many problems. We have no choice now but to try to mend that broken trust.,Rogue One
100,JYN ERSO, What does this have to do with my father?,Rogue One
102,JYN ERSO, And if I do it?,Rogue One
103,MON MOTHMA, We'll make sure you go free.,Rogue One
105,GENERAL DRAVEN, Captain Andor!,Rogue One
106,K2-SO, I'm K-2SO. I'm a reprogrammed Imperial droid.,Rogue One
107,JYN ERSO, I remember you.,Rogue One
108,K2-SO, I see the Council is sending you with us to Jedha.,Rogue One
109,JYN ERSO, Apparently so.,Rogue One
110,K2-SO, That is a bad idea. I think so and so does Cassian. What do I know? My specialty is just strategic analysis.,Rogue One
111,GENERAL DRAVEN, Galen Erso is vital to the Empire's weapon program. Forget what you heard in there there will be no extraction. You find him you kill him.Then and there.,Rogue One
112,CASSIAN,You met Kay-Tu?,Rogue One
113,JYN ERSO, Charming.,Rogue One
114,CASSIAN,He tends to say whatever comes into his circuits. It's a by-product of the reprogram.,Rogue One
115,K2-SO, Why does she get a blaster and I don't?,Rogue One
116,CASSIAN, What.,Rogue One
117,JYN ERSO, I know how to use it.,Rogue One
118,CASSIAN, That's what I'm afraid of. Give it to me.,Rogue One
119,JYN ERSO, We're going to Jedha. That's a war zone.,Rogue One
120,CASSIAN, That's not the point. Where did you get it?,Rogue One
121,JYN ERSO, I found it.,Rogue One
122,K2-SO, I find that answer vague and unconvincing.,Rogue One
123,JYN, Trust goes both ways.,Rogue One
124,K2-SO, You're letting her keep it? Would you like to know the probability of her using it against you? It's high.,Rogue One
125,CASSIAN, Let's get going.,Rogue One
126,K2-SO, It's very high.,Rogue One
128,SAW GERRERA, Lies!Deceptions!Let's see it. Bodhi Rook. Cargo pilot. Local boy huh?,Rogue One
129,BODHI, Uh-huh.,Rogue One
130,MILITIA, (This was found in his boot when he was captured),Rogue One
131,BODHI, Okay I can hear you.He didn't capture meI came here myself.I defected I defected.,Rogue One
132,SAW GERRERA, Every day more lies.,Rogue One
133,BODHI, Lies? Would I risk everything for a lie? No we don't have time for this! I have to speak to Saw Gerrera before it's too late.,Rogue One
134,BODHI, Okay... So you... Um. Uh.That's-That's for you. And I gave it to them they did not find it! I gave it to them. Galen Erso. He told me to find you.,Rogue One
135,SAW GERRERA, Bor Gullet.,Rogue One
136,BODHI, Bor Gullet? Galen Erso sent me! He told me to find you!,Rogue One
138,TARKIN, Most unfortunate about the security breach on Jedha Director Krennic. After so many setbacks and delays and now this. We've heard word of rumors circulating through the city. Apparently you've lost a rather talkative cargo pilot. If the Senate gets wind of our project countless systems will flock to the Rebellion.,Rogue One
139,KRENNIC, When the battle station is finished Governor Tarkin the Senate will be of little concern.,Rogue One
140,TARKIN, When has become now Director Krennic. The Emperor will tolerate no further delay you have made time an ally of the Rebellion. I suggest we solve both problems simultaneously with an immediate test of the weapon. Failure will find you explaining why to a far less patient audience.,Rogue One
141,KRENNIC,I will not fail.,Rogue One
144,LYRA, Galen.,Rogue One
146,CASSIAN,We're coming into orbit.You have controls.,Rogue One
147,CASSIAN, That's Jedha.Or what's left of it. We find Saw we find your father.,Rogue One
148,JYN,What's with the Destroyer?,Rogue One
149,CASSIAN,It's because of your old friend Saw Gerrera. He's been attacking the cargo shipments.,Rogue One
150,JYN,What are they bringing in?,Rogue One
152,JYN ERSO, Maybe we should leave target practice behind.,Rogue One
153,K2-SO, Are you talking about me?,Rogue One
154,CASSIAN,She's right.We need to blend in. Stay with the ship.,Rogue One
155,K2-SO, I can blend in. I'm an Imperial droid. This city is under Imperial occupation,Rogue One
156,JYN ERSO, Half the people here want to reprogram you. The other half want to put a hole in your head.,Rogue One
157,K2-SO, I'm surprised you're so concerned with my safety.,Rogue One
158, JYN ERSO, I'm not. I'm just worried they might miss you and hit me.,Rogue One
159,K2-SO, Doesn't sound so bad to me.,Rogue One
161,SAW GERRERA, Bor Gullet can feel your thoughts No lie is safe.What have you really brought me cargo pilot?Bor Gullet will know the truth.The unfortunate side effect is that one tends to lose one's mind.,Rogue One
162,BODHI, No.,Rogue One
164,DR. EVAZAN, Hey you just watch yourself.,Rogue One
165,CASSIAN, No no.Tourist we don't want any trouble sorry. Come on. Come on.,Rogue One
166,STORMTROOPER, Citizens of Jedhayou must come forward with information of the location of this missing cargo pilot. A reward of 600 credits for the information shall be awarded.,Rogue One
167,CASSIAN, I had a contact one of Saw's rebels but he's just gone missing.His sister will be looking for him. The temple's been destroyed but she'll be there waiting. We'll give her your name and hope that gets us a meeting with Saw.,Rogue One
168,JYN, Hope?,Rogue One
169,CASSIAN, Yeah. Rebellions are built on hope.,Rogue One
170,STORMTROOPER, Hands where I can see them. Get over there. Show me some identification. Check inside.,Rogue One
171,JYN, Is this all because of your pilot?,Rogue One
172,CHIRRUT, May the Force of others be with you. May the Force of others be with you.,Rogue One
173,CASSIAN, Wait for me.,Rogue One
174,CHIRRUT, May the Force of others be with you. May the Force of others be with you.,Rogue One
175,CHIRRUT, Would you trade that necklace for a glimpse into your future? Yes I'm speaking to you. I am Chirrut Îmwe.,Rogue One
176,JYN ERSO, How did you know I was wearing a necklace?,Rogue One
177,CHIRRUT, For that answer you must pay. What do you know of kyber crystals?,Rogue One
178,JYN ERSO, My father he said they powered the Jedi lightsabers.,Rogue One
179,CASSIAN, Jyn. Come on let's go.,Rogue One
180,CHIRRUT, The strongest stars have hearts of kyber.,Rogue One
181,CASSIAN, Let's go. We're not here to make friends.,Rogue One
182,JYN ERSO, Who are they?,Rogue One
183,CASSIAN, The Guardians of the Whills. Protectors of the Kyber Temple. But there's nothing left to protect so now they're just causing trouble for everybody.,Rogue One
184,JYN ERSO, You seem awfully tense all of a sudden.,Rogue One
185,CASSIAN, We have to hurry. This town it's ready to blow.,Rogue One
186,STORMTROOPER, Citizens of the Empire Imperial forces...,Rogue One
187,JYN, Tell me you have a backup plan.,Rogue One
188,STORMTROOPER, Incoming.,Rogue One
189,STORMTROOPER, Put your guns down.,Rogue One
190,STORMTROOPER, Behind us.,Rogue One
191,JYN, Looks like we found Saw's rebels.,Rogue One
192,CASSIAN, Jyn no!,Rogue One
193,MOTHER, Thank you.,Rogue One
194,STORMTROOPER, Hit the tower.,Rogue One
195,CITIZEN, Get out of there!,Rogue One
197,K2-SO, Did you know that wasn't me?,Rogue One
198,JYN ERSO, Of course!,Rogue One
199,CASSIAN,I thought I told you to stay on the ship.,Rogue One
200,K2-SO, You did but I thought it was boring and you were in trouble. There are a lot of explosions for two people blending in.,Rogue One
201,STORMTROOPER,Freeze right there...,Rogue One
202,K2-SO, You're right I should just wait on the ship.,Rogue One
203,STORMTROOPER,Halt! Stop right there!,Rogue One
204,STORMTROOPER,Where are you taking these prisoners?,Rogue One
205,K2-SO, These are prisoners.,Rogue One
206,STORMTROOPER, Yes. Where are you taking them?,Rogue One
207,K2-SO, I am taking them... to imprison them. In prison.,Rogue One
208,CASSIAN, He's taking us to...,Rogue One
209,K2-SO, Quiet! And there's a fresh one if you mouth off again!,Rogue One
210,STORMTROOPER, We'll take them from here.,Rogue One
211,K2-SO, That's okay. If you could just point me in the right direction I can take them I'm sure. I've taken them this far…,Rogue One
212,CASSIAN, Hey wait a second.,Rogue One
213,STORMTROOPER, Take them away.,Rogue One
214,K2-SO, Wait!,Rogue One
215,STORMTROOPER, Hey droid.You can't take them away! You stay here. We need to check your diagnostics.,Rogue One
216,K2-SO, Diagnostics? I'm capable of running my own diagnostics thank you very much.,Rogue One
217,CHIRRUT, Let them pass in peace! Let them pass in peace. The Force is with me and I am with the Force. And I fear nothing for all is as the Force wills it.,Rogue One
218,STORMTROOPER, Hey! Stop right there!,Rogue One
220,STORMTROOPER, I said: Stop right there!,Rogue One
221,CHIRRUT, Is your foot all right?,Rogue One
222,CHIRRUT, You almost shot me.,Rogue One
223,BAZE, You're welcome.,Rogue One
224,K2-SO, Clear of hostiles!,Rogue One
225,K2-SO, One hostile!,Rogue One
226,JYN, He's with us!,Rogue One
227,CHIRRUT,They're all right.,Rogue One
228,JYN,Thanks.,Rogue One
229,K2-SO, Cassian I'm sorry about the slap.,Rogue One
230,CASSIAN, Go back to the ship. Wait for my call.,Rogue One
231,CASSIAN, Is he a Jedi?,Rogue One
232,BAZE, There are no Jedi here anymore. Only dreamers like this fool.,Rogue One
233,CHIRRUT, The Force did protect me.,Rogue One
234,BAZE, I protected you.,Rogue One
235,JYN, Can you get us to Saw Gerrera?,Rogue One
238,CHIRRUT, Are you kidding me? I'm blind!,Rogue One
240,CHIRRUT, I'm one with the Force and the Force is with me. I'm one with the Force and the Force is with me.,Rogue One
241,BAZE, You pray?,Rogue One
242,CHIRRUT, I'm one with the Force and the Force is with me.,Rogue One
243,BAZE, Really?,Rogue One
244,CHIRRUT, I'm one with the Force and the Force is with me.,Rogue One
246,CASSIAN, I'm beginning to think the Force and I have different priorities.,Rogue One
247,BAZE, Relax Captain. We've been in worse cages than this one.,Rogue One
248,CASSIAN, This is a first for me.,Rogue One
249,CHIRRUT, There is more than one sort of prison Captain I sense that you carry yours wherever you go.,Rogue One
251,SAW GERRERA, Jyn. Is it really you? I can't believe it.,Rogue One
252,JYN ERSO, Must be quite a surprise.,Rogue One
253,SAW GERRERA, Are we not still friends?,Rogue One
254,JYN ERSO, The last time I saw you you gave me a knife and loaded blaster and told me to wait in a bunker until daylight.,Rogue One
255,SAW GERRERA, I knew you were safe.,Rogue One
256,JYN ERSO, You left me behind.,Rogue One
257,SAW GERRERA, You were already the best soldier in my cadre.,Rogue One
258,JYN ERSO, I was sixteen.,Rogue One
259,SAW GERRERA, I was protecting you!,Rogue One
260,JYN ERSO, You dumped me!,Rogue One
261,SAW GERRERA, You were the daughter of an Imperial science officer! People were starting to figure that out. People who wanted to- to use you as a hostage. Not a day goes by that I don't think of you. But today of all days? It's a trap isn't it?,Rogue One
262,JYN ERSO, What?,Rogue One
263,SAW GERRERA, The pilot! The message. All of it. Did they... send you? Did you come here to kill me? There's not much of me left.,Rogue One
264,JYN ERSO, The Alliance wants my father.They think he's sent you a message about a weapon. I guess they think by sending me you might actually help them out.,Rogue One
265,SAW GERRERA, So what is it that you want Jyn?,Rogue One
266,JYN, They wanted an introduction they've got it. I'm out now. The rest of you can do what you want.,Rogue One
267,SAW GERRERA, You care not about the cause?,Rogue One
268,JYN, The cause? Seriously? The Alliance? The...The rebels? Whatever it is you're calling yourself these days?All it's ever brought me is pain.,Rogue One
269,SAW GERRERA, You can stand to see the Imperial flag reign across the galaxy?,Rogue One
270,JYN, It's not a problem if you don't look up.,Rogue One
271,SAW GERRERA, I have something to show you come.,Rogue One
273,TARKIN, The Emperor is awaiting my report.,Rogue One
274,KRENNIC, One had hoped that he and Lord Vader might have been here for such an occasion.,Rogue One
275,TARKIN, And I thought it prudent to save you from any potential embarrassment.,Rogue One
276,KRENNIC,Your concern is hardly warranted.,Rogue One
277,TARKIN, If saying it would only make it so.,Rogue One
278,KRENNIC,All Imperial forces have been evacuated and I stand ready to destroy the entire moon.,Rogue One
280,OFFICER, Sir we're in position ready to...,Rogue One
281,KRENNIC, Fire!,Rogue One
282,OFFICER, Commence primary ignition.,Rogue One
284,CHIRRUT, Who's the one in the next cell?,Rogue One
285,CASSIAN, What? Where?,Rogue One
286,BAZE, An Imperial pilot.,Rogue One
287,CASSIAN, Pilot?,Rogue One
288,BAZE, I'm going to kill him!,Rogue One
289,CASSIAN, No no No wait!,Rogue One
290,BAZE, Come here!,Rogue One
291,CASSIAN, NO!,Rogue One
292,BAZE, Back off. Back off.,Rogue One
293,CASSIAN, Okay.,Rogue One
294,CASSIAN, Are you the pilot? Hey heyare you the pilot? The shuttle pilot? Pilot?,Rogue One
295,CHIRRUT, What's wrong with him?,Rogue One
296,CASSIAN,Galen Erso. You know that name?,Rogue One
297,BODHI, I brought the message I'm the pilot.I'm the pilot. I'm the pilot.,Rogue One
298,CASSIAN, Okay good. Now where is Galen Erso?,Rogue One
300,OFFICER, Standby.,Rogue One
302,SAW GERRERA, This is the message I was sent.,Rogue One
303,GALEN ERSO, Saw if you're watching this then perhaps there is a chance to save the Alliance.Perhaps there's a chance to explain myself and though I don't dare hope for too much a chance for Jyn if she's alive if you can possibly find her to let her know that my love for her has never faded and how desperately I've missed her. Jyn my Stardust I can't imagine what you think of me. When I was taken I faced some bitter truths. I was told that soon enough Krennic would have you as well. As time went by I knew that you were either dead or so well hidden that he would never find you. I knew if I refused to work if I took my own life it would only be a matter of time before Krennic realized he no longer needed me to complete the project. So I did the one thing that nobody expected: I lied. I learned to lie. I played the part of a beaten man resigned to the sanctuary of his work. I made myself indispensable and all the while I laid the groundwork of my revenge. We call it the Death Star. There is no better name. And the day is coming soon when it will be unleashed. I've placed a weakness deep within the system. A flaw so small and powerful they'll never find it. But Jyn. Jyn if you're listening My beloved so much of my life has been wasted. I try to think of you only in the moments when I'm strong because the pain of not having you with me Your mother. Our family. The pain of that loss is so overwhelming I risk failing even now. It's just so hard not to think of you. Think of where you are. My Stardust. Saw the reactor module that's the key. That's the place I've laid my trap. It's well hidden and unstable one blast to any part of it will destroy the entire station. You'll need the plans the structural plans for the Death Star to find the reactor. I know there's a complete engineering archive in the data vault at the Citadel Tower on Scarif. Any pressurized explosion to the reactor module will set off a chain reaction that will destroy the entire station...,Rogue One
304,CASSIAN, Go. Go.,Rogue One
305,CASSIAN, K-2? K-2 where are you?,Rogue One
306,K2-SO, There you are. I'm standing by as you requested. Although there's a problem on the horizon. There is no horizon.,Rogue One
307,CASSIAN, Locate our position. Bring that ship in here now!,Rogue One
308,CHIRRUT,Where are you going?,Rogue One
309,CASSIAN, I've got to find Jyn. Get the pilot. We need him.,Rogue One
310,BAZE, All right. I'll get the pilot.,Rogue One
311,BAZE, Pilot.,Rogue One
312,BODHI, No no no.,Rogue One
313,BAZE, Let's go.,Rogue One
314,CASSIAN, Jyn! We've got to go. I know where your father is.,Rogue One
315,SAW GERRERA, Go with him Jyn. You must go.,Rogue One
316,JYN ERSO, Come with us.,Rogue One
317,SAW GERRERA, I will run no longer.,Rogue One
318,CASSIAN, Come on.,Rogue One
319,JYN ERSO, But you must save yourself.,Rogue One
320,CASSIAN, Come on.,Rogue One
321,SAW GERRERA, Go! There's no time! Save the Rebellion! Save the dream!,Rogue One
323,KRENNIC, Oh. It's beautiful.,Rogue One
326,CASSIAN, Get us out of here! Punch it!,Rogue One
327,K2-SO, I'm not very optimistic about our odds.,Rogue One
328,CASSIAN, Let's not K. Come on! Punch it.,Rogue One
329,K2-SO,I haven't completed my calculation.,Rogue One
330,CASSIAN, I'll make them for you.,Rogue One
332,TARKIN,I believe I owe you an apology Director Krennic. Your work exceeds all expectations.,Rogue One
333,KRENNIC, And you'll tell the Emperor as much?,Rogue One
334,TARKIN, I will tell him his patience with your misadventures has been rewarded with a weapon that will bring a swift end to the Rebellion.,Rogue One
336,KRENNIC, We stand here amid my achievement not yours!,Rogue One
337,TARKIN,I'm afraid these recent security breaches have laid bare your inadequacies as a military director.,Rogue One
338,KRENNIC, The breaches have been filled Jedha has been silenced.,Rogue One
339,TARKIN,You think this pilot acted alone? He was dispatched from the installation on Eadu. Galen Erso's facility.,Rogue One
340,KRENNIC, We'll see about this.,Rogue One
342,REBEL, A coded message from Captain Andor sir. Weapon confirmed. Jedha destroyed. Mission target located on Eadu. Please advise.,Rogue One
343,GENERAL DRAVEN, Destroyed? Proceed. Tell him my orders still stand. Tell him to proceed with haste and keep to the plan. We have no idea what he is building for the Empire. We have to kill Galen Erso while we have the chance.,Rogue One
345,CHIRRUT, Baze tell me. All of it? The whole city?Tell me.,Rogue One
346,BODHI, All of it.,Rogue One
347,CASSIAN, Understood. Set a course for Eadu.,Rogue One
348,K2-SO, Setting course for Eadu.,Rogue One
349,JYN, Is that where my father is?,Rogue One
350,CASSIAN, I think so.,Rogue One
351,BODHI, So you're Galen's daughter.,Rogue One
352,JYN, You know him?,Rogue One
353,BODHI, I'm Bodhi the pilot.,Rogue One
354,JYN, You brought the message.,Rogue One
355,BODHI, Yes your father... He said I could get right by myself.He said I could make it right if I was brave enough and listened to what was in my heart. Do something about it. Guess it was too late.,Rogue One
356,JYN, It wasn't too late.,Rogue One
357,BODHI, Seems pretty late to me.,Rogue One
358,JYN, No. We can beat the people who did this. My father's message I've seen it.They call it the Death Star. But they have no idea there's a way to defeat it. You're wrong about my father.,Rogue One
359,CASSIAN, He did build it.,Rogue One
360,JYN, Because he knew they'd do it without him. My father made a choice. He sacrificed himself for the Rebellion. He's rigged a trap inside it.That's why he sent you. To bring that message.,Rogue One
361,CASSIAN, Where is it? Where's the message?,Rogue One
362,JYN, It was a hologram.,Rogue One
363,CASSIAN, You have that message right?,Rogue One
364,JYN, Everything happened so fast.,Rogue One
365,CASSIAN, Did you see it?,Rogue One
366,JYN, You don't believe me.,Rogue One
367,CASSIAN, I'm not the one you've got to convince.,Rogue One
368,CHIRRUT, I believe her.,Rogue One
369,CASSIAN, That's good to know.,Rogue One
370,BAZE,What kind of trap? You said your father made a trap.,Rogue One
371,JYN, The reactor. He's placed a weakness there. He's been hiding it for years. He said if you can blow the reactor- the module- the whole system goes down. You need to send word to the Alliance.,Rogue One
372,CASSIAN, I've done that.,Rogue One
373,JYN, They have to know there's a way to destroy this thing. They have to go to Scarif to get the plans.,Rogue One
374,CASSIAN, I can't risk sending that. We're in the heart of Imperial territory.,Rogue One
375,JYN,Then we'll find him. And bring him back and he can tell them himself.,Rogue One
377,IMPERIAL NAVIGATOR, Course set for Eadu sir.,Rogue One
379,CHIRRUT, I'm one with the Force and the Force is with me.,Rogue One
380,K2-SO, 20 degrees to the right. 10 degrees up.,Rogue One
381,BODHI, No no no lower. Lower!,Rogue One
382,K2-SO, Are you sure this is the way?,Rogue One
383,BODHI, They have landing trackers. They have patrol squadrons. You've got to stay in the canyon keep it low.,Rogue One
384,CASSIAN, Watch your right!,Rogue One
385,K2-SO, There's a 26% chance of failure.,Rogue One
386,CASSIAN, How much farther?,Rogue One
387,BODHI, I don't know. I'm not sure I never really come this way but we're close we're close. I know that.,Rogue One
388,K2-SO, Well now there's a 35% chance of failure.,Rogue One
389,BODHI, I don't want to know thank you.,Rogue One
390,K2-SO, I understand.,Rogue One
391,BODHI, Now! Put it down now!,Rogue One
392,K2-SO, The wind...,Rogue One
393,BODHI, If you keep going you'll be right over the shuttle depot. Watch out!,Rogue One
394,K2-SO, Hey!,Rogue One
395,CASSIAN, Hold on tight! We're coming down hard!,Rogue One
397,DRAVEN, Try them again.,Rogue One
398,REBEL, I am sir. We... The signal's gone dead.,Rogue One
399,DRAVEN, Squadron up target Eadu.,Rogue One
401,BODHI, How about now check stabilizers?,Rogue One
402,CASSIAN, Bodhi where's the lab?,Rogue One
403,BODHI, The research facility?,Rogue One
404,CASSIAN, Yeah. Where is it?,Rogue One
405,BODHI, It's just over the ridge.,Rogue One
406,CASSIAN, And that's a shuttle depot straight ahead of us? You are sure of that?,Rogue One
407,BODHI, Yes.We'll have to hope there's still an Imperial ship left to steal. ,Rogue One
408,CASSIAN, Here's what we're doing. Hopefully the storm keeps up and keeps us hidden down here.Bodhi you're coming with me. We'll go up the ridge and check it out.,Rogue One
409,JYN, I'm coming with you.,Rogue One
410,CASSIAN, No your father's message we can't risk it. You're the messenger.,Rogue One
412,CASSIAN, Get to work fixing our comms!All I want to do right now is get a handle on what we're up against.So we're going to go very small and very carefully up the rise and see what's what. Let's get out of here.,Rogue One
413,CHIRRUT, Does he look like a killer?,Rogue One
414,BAZER, No. He has the face of a friend.,Rogue One
415,JYN, Who are you talking about?,Rogue One
416,CHIRRUT, Captain Andor.,Rogue One
417,JYN, Why do you ask that? What do you mean does he look like a killer?,Rogue One
418,CHIRRUT, The Force moves darkly near a creature that's about to kill.,Rogue One
419,K2-SO, His weapon was in the sniper configuration.,Rogue One
421,BODHI, No no no... We got to go up. You can't see much from down there. ,Rogue One
424,BAZE, Where are you going?,Rogue One
425,CHIRRUT, I'm going to follow Jyn. Her path is clear.,Rogue One
426,BAZE, Alone? Good luck!,Rogue One
427,CHIRRUT, I don't need luck I have you!,Rogue One
428,K2-SO, What are they doing? If Cassian comes back we're leaving without them.,Rogue One
430,CASSIAN, You see Erso out there?,Rogue One
431,BAZE,We've come too far.,Rogue One
432,CHIRRUT,Patience my friend.,Rogue One
433,BODHI, That's him. That's him Galen in the dark suit.,Rogue One
434,CASSIAN,Get back down there and find us a ride out of here.,Rogue One
435,BODHI, What are you doing?,Rogue One
436,CASSIAN, You heard me.,Rogue One
437,BODHI, You said we came up here just to have a look.,Rogue One
438,CASSIAN,I'm here I'm looking. Go.Hurry!,Rogue One
440,KRENNIC, Excellent news Galen. The battle station is complete. You must be very proud.,Rogue One
441,GALEN ERSO, Proud as I can be Krennic.,Rogue One
442,KRENNIC, Gather your engineers I have an announcement. Is that all of them?,Rogue One
443,GALEN ERSO, Yes.,Rogue One
444,KRENNIC, Gentlemen.One of you betrayed the Empire. One of you has conspired with a pilot to send messages to the Rebellion. And I urge that traitor step forward.,Rogue One
445,KRENNIC, Very well I'll consider it a group effort then. Ready!,Rogue One
446,ENGINEER, No.,Rogue One
447,ENGINEER, No please.,Rogue One
448,KRENNIC, Aim... and...,Rogue One
449,ENGINEER, No no.,Rogue One
450,KRENNIC, fire!,Rogue One
451,GALEN ERSO,Stop! Stop! Krennic stop. It was me. It was me. They have nothing to do with it. Spare them.,Rogue One
452,KRENNIC, Fire!,Rogue One
453,KRENNIC, How do I know the weapon is complete?,Rogue One
454,GALEN ERSO, Let me share with you some details.,Rogue One
456,K2-SO, Cassian. Cassian can you hear me?,Rogue One
457,CASSIAN, I'm here.You got it working.,Rogue One
458,K2-SO,Affirmative yes although we have a problem! There's an Alliance squadron approaching.,Rogue One
459,REBEL PILOT, Clear the area!,Rogue One
460,CASSIAN, No. No no no!Tell them to hold up!Jyn's on that platform!,Rogue One
463,KRENNIC,Now where have I heard that before?,Rogue One
465,K2-SO,Relay from Captain Andor.,Rogue One
466,REBEL, General.,Rogue One
467,K2-SO, Captain Andor requesting a delay on squadron support. Alliance forces onsite.Please confirm.,Rogue One
468,DRAVEN, Get the squadron leader on Get him on now!,Rogue One
469,REBEL,They're already engaged sir.,Rogue One
471,CASSIAN, Dead. No.,Rogue One
472,KRENNIC,Return fire! To your stations. Get our fighters in the air now!,Rogue One
473,JYN,Father!,Rogue One
475,SOLDIER, Go go go go.,Rogue One
476,SOLDIER, Fall back! Fall back!,Rogue One
477,SOLDIER, Director we need to evacuate.,Rogue One
478,JYN, Papa. Papa it's me. It's Jyn.,Rogue One
479,GALEN ERSO, Jyn.Stardust.,Rogue One
