ANAKIN,Master Qui-Gonsir wait!,FALSE
ANAKIN,Qui-Gon's in trouble. He says to take off...now!,FALSE
ANAKIN,Are you all right,FALSE
ANAKIN,I'd like to speak with Padme if I could,FALSE
ANAKIN,"  I may not see her again...and... I just wanted to say
goodbye",FALSE
ANAKIN,Thank you Your Highness. I'm sorry to have disturbed you.,FALSE
ANAKIN,A ship...a cup...a speeder.,FALSE
ANAKIN,...and that one,FALSE
ANAKIN,Hi! Where have you been,FALSE
ANAKIN,Hey! Wait for me,FALSE
ANAKIN,Oh no...,FALSE
ANAKIN,We gotta do something Artoo.,FALSE
ANAKIN,"  All right thanks Artoo! Great idea! I'll take over.
Let's see...",FALSE
ANAKIN,Where's the trigger? Oops wrong one.. Maybe this one....,FALSE
ANAKIN,"  Yeah all right. ""Droid blaster."" Yeah!",FALSE
ANAKIN,"  Oops...shield up! Always on the right...shields always on
the right.",FALSE
ANAKIN,I know we're moving. I'll shut the energy drive down.,FALSE
ANAKIN,Oops!! Wrong one.,FALSE
ANAKIN,I'm not doing anything!,FALSE
ANAKIN,I know...I didn't push anything.,FALSE
ANAKIN,The Autopilot is searching for what other ships?,FALSE
ANAKIN,"  There is no manual override Artoo. You'll have to rewire
it or something.",FALSE
ANAKIN,"  Look! There they are! That's where the autopilot is
taking us.",FALSE
ANAKIN,Whoo boy! This is tense!,FALSE
ANAKIN,I've got control?,FALSE
ANAKIN,Okay let's go left!,FALSE
ANAKIN,Yes...I've got control. You did it Artoo!,FALSE
ANAKIN,"  Go back!?! Qui-Gon told me to stay in this cockpit and
that's what I'm gonna do. Now c'mon!",FALSE
ANAKIN,Oops! Whoa!,FALSE
ANAKIN,I'll try spinning that's a good trick.,FALSE
ANAKIN,"  I know we're in trouble! Hang on! The way out of this
mess is the way we got into it.",FALSE
ANAKIN,Which one? This one?,FALSE
ANAKIN,I know Artoo! This isn't Podracing!,FALSE
ANAKIN,We're hit!,FALSE
ANAKIN,Great gobs of bantha poo-doo!,FALSE
ANAKIN,I'm trying to stop! I'm trying to stop! Whoa!,FALSE
ANAKIN,All right! All right! Get the system started!,FALSE
ANAKIN,Everything's overheated. All the lights are red.,FALSE
ANAKIN,Uh oh. This is not good.,FALSE
ANAKIN,The systems are still overheated Artoo.,FALSE
ANAKIN,Yes...we have ignition.,FALSE
ANAKIN,This should stop them.,FALSE
ANAKIN,...and take this!,FALSE
ANAKIN,Darn...I missed!,FALSE
ANAKIN,Let's get out of here!,FALSE
ANAKIN,Now this is Podracing! Whoopee!,FALSE
ANAKIN,I'm not going to get into trouble am I?,FALSE
ANAKIN,"  Mel tassa cho-passa... (I was cleaning the bin like
you...",FALSE
ANAKIN,...Anakin,FALSE
ANAKIN,"  WATTO :
 Fweepa niaga. Tolpa da bunky dunko. (Clean the racks then you
can go home.)",FALSE
ANAKIN,Because you're afraid.,FALSE
ANAKIN,"  Oh da Hutt...cha porko ootman geesa...me teesa rodda
co pana pee choppa chawa. (As in Hutt...big time outlander this one... I'd
hate to see you diced before we race again.",FALSE
ANAKIN," Fear attracts the fearful. He was trying to overcome his fear by
squashing you...be less afraid",FALSE
ANAKIN,Do you have shelter,FALSE
ANAKIN," These are my friends Mom. This is Padme and...gee I don't know
any of your names",FALSE
ANAKIN,Come on! Let me show you Threepio!,FALSE
ANAKIN," I've been working on a scanner to try and locate them but no
luck",FALSE
ANAKIN,I'm the only human who can do it.,FALSE
ANAKIN,I don't think so... No one can kill a Jedi Knight,FALSE
ANAKIN,Coruscant...wow...how did you end up here in the outer rim,FALSE
ANAKIN," This isn't the half of it. I'm entered in the Boonta Race
tomorrow",FALSE
ANAKIN,There are so many! Do they all have a system of planets,FALSE
ANAKIN,I will Mom. I promise.,FALSE
ANAKIN,I won't let you down.,FALSE
ANAKIN,"  Cha skrundee da pat sleemo. (Don't count on it
slime-ball.)",FALSE
ANAKIN,He said I cheated,FALSE
ANAKIN,Yes!,FALSE
ANAKIN," But it's what I want. What I've always dreamed about. Can I go
Mom?",FALSE
ANAKIN,But the money from selling..,FALSE
ANAKIN,I want to stay with you. I don't want things to change,FALSE
ANAKIN,I...  I... have to go.,FALSE
ANAKIN,Well,FALSE
ANAKIN,Will I ever see you again,FALSE
ANAKIN,Pleased to meet you. Wow! You're a Jedi too?,FALSE
ANAKIN,It's very cold.,FALSE
ANAKIN,You seem sad,FALSE
ANAKIN,I care for you too. Only I...miss...,FALSE
ANAKIN,Wow! It's so huge!,FALSE
ANAKIN,Don't look at me. I don't know what's going on.,FALSE
ANAKIN,I'm...I'm looking for the handmaiden Padme.,FALSE
ANAKIN,I'm going to the Jedi temple to start my training I hope.,FALSE
ANAKIN,Cold sir,FALSE
ANAKIN,All right. They're here!,FALSE
ANAKIN,Sure,FALSE
ANAKIN,Not if I can help it! Shields up!,FALSE
ANAKIN,What will happen to me now,FALSE
ANAKIN," An angel. I've heard the deep space pilots talk about them. They
live on the Moons of Iego I thimk. They are the most beautiful creatures in
the universe. They are good and kind and so pretty they make even the most
hardened spice pirate cry.",FALSE
ANAKIN," Since I was very little three I think. My Mom and I were sold to
Gardulla the Hutt but she lost us betting on the Podraces to Watto
who's a lot better master than Gardulla I think",FALSE
ANAKIN," Guess what? I've found that cooling unit I've been searching for.
It's pretty beat up but I'll have it fixed up for you in no time I
promise",FALSE
ANAKIN,You reall like him? He's a protocol droid...to help Mom. Watch!,FALSE
ANAKIN," When the storm is over you can see my racer. I'm building a
Podracer!",FALSE
ANAKIN,Well ahhh...you're a Jedi Knight aren't you,FALSE
ANAKIN,Is that a yes? That is a yes!,FALSE
ANAKIN,If your hand gets caught in that beam it will go numb for hours.,FALSE
ANAKIN,It will.,FALSE
ANAKIN,I've never seen..,FALSE
ANAKIN,What?!,FALSE
ANAKIN,Yipee!!,FALSE
ANAKIN," I'm sorry I wasn't able to finish you Threepio...give you
coverings and all... I'm going to miss working on you. You've been a great
pal. I'll make sure Mom doesn't sell you or anything. Bye.",FALSE
ANAKIN,And those control the pitch,FALSE
ANAKIN," I'm with Qui-Gon...but...they're not going to let me be a Jedi.
I'm too old",FALSE
ANAKIN,Anakin Skywalker,FALSE
ANAKIN,To a point.,FALSE
ANAKIN,Is it far,FALSE
ANAKIN,...and they blow you up...poof!,FALSE
ANAKIN,I can help! I can fix anything,FALSE
ANAKIN,Bayno Bayno!,FALSE
ANAKIN,Has anyone been to them all,FALSE
ANAKIN,Just feeling this good was worth it.,FALSE
ANAKIN,No,FALSE
ANAKIN,I won't forget.,FALSE
ANAKIN,I hope so...yes...I guess,FALSE
ANAKIN," I'm...I'm not sure what's going to happen to me. I dunno if I'll
ever see you again..  I made this for
you. Sou you'd remember me. I carved it out of a japor snippet... It will
bring you good fortune.",FALSE
ANAKIN,No sir,FALSE
ANAKIN,I miss her,FALSE
ANAKIN,I'll take four pallies today.  You'll like these...,FALSE
ANAKIN,I'm building a droid. You wanna see,FALSE
ANAKIN,I saw your laser sword. Only Jedi carry that kind of weapon.,FALSE
ANAKIN," A Jedi! Mighty blasters you mean I get to go with you in your
starship and everything?!",FALSE
ANAKIN,Do you think he'll follow us,FALSE
ANAKIN,Is it? I can help... Where are we going,FALSE
ANAKIN," You'll never reach the outskirts in time...sandstorms are very
very dangerous. Come with me. Hurry!",FALSE
ANAKIN,I think you have...why else would you be here?,FALSE
ANAKIN,I want to be the first one to see them all... Ouch!,FALSE
ANAKIN,Well...not exactly..,FALSE
ANAKIN," I.. will become a Jedi and I will come back and free you Mom...I
promise",FALSE
ANAKIN,I don't think so.,FALSE
ANAKIN,What's that got to do with anything,FALSE
ANAKIN,Master Qui-Gon sir I do not wish to be a problem,FALSE
ANAKIN,A sandstorm Mom. Listen.,FALSE
ANAKIN,What are we going to do about it?,FALSE
ANAKIN,I want to help...I'm glad you're back.,FALSE
ANAKIN,I love you so much.,FALSE
ANAKIN,I am not afraid,FALSE
ANAKIN,Master sir...I've been wondering...what are midi-chlorians,FALSE
ANAKIN," I've built a racer! It's the fastest ever...There's a big race
tomorrow on Boonta Eve. You could enter my pod. It's all but finished..",FALSE
ANAKIN,I am not afraid,FALSE
ANAKIN,They live inside of me,FALSE
ANAKIN," Watto doesn't know I've built it.  You could make him
think it's your's and you could get him to let me pilot it for you.",FALSE
ANAKIN,Symbionts,FALSE
ANAKIN,They do?,FALSE
ANAKIN,I don't understand,FALSE
ANAKN,: Oops! Artoo get us off Autopilot!,FALSE
ASSEMBLY,Vote now! Vote now! Vote now!,FALSE
BRAVO THREE,Amazing... They don't teach that in the academy.,FALSE
BRAVO THREE,Look! One of ours! Outta the main hold!!,FALSE
BRAVO TWO,Roger Bravo Leader.,FALSE
BRAVO TWO,ROger Bravo Leader.,FALSE
BAIL ORGANA," Alderaan seconds the motion for a vote of no confidence in
Chancellor Valorum",FALSE
BAIL ORGANA," There must be no delays. The motion is on the floor and must
be voted upon in this session",FALSE
BATTLE DROID 3B3,I said drop your weapons,FALSE
BATTLE DROID CAPTAIN,Where's your pilot?,FALSE
BATTLE DROID CAPTAIN,You're the pilot?,FALSE
BATTLE DROID CAPTAIN,Let me see your identification!,FALSE
BATTLE DROID CAPTAIN,"  You! Come out of there or we'll
blast you",FALSE
BIBBLE,A malfunction,FALSE
BIBBLE,Your negotiations seem to have failed Ambassador,FALSE
BIBBLE," This invasion will gain you nothing. We're a democracy. The people
have decided... They will not live under your tyranny.",FALSE
BIBBLE,A communications disruption can only mean one thing. Invasion,FALSE
BIBBLE,They wouldn't dare,FALSE
BIBBLE," Negotiation? We've lost all communications!...and where atre the
Chancellors Ambassadors? How can we negotiate? We must prepare to defend
ourselves",FALSE
BIBBLE," Please Your Highness reconsider. Our only hope is for the Senate
to side with us... Senator Palpatine will need your help",FALSE
BIBBLE," Your Highness I will stay here and do what I can...They will have
to retain the Council of Governors in order to maintain control. But you
must leave...",FALSE
RABE,Send him in.,FALSE
RABE,I'm sorry Annie. Padme is not here right now.,FALSE
RABE,Anakin Skywalker to see Padme Your Highness.,FALSE
BIBBLE,...how will you explain this invasion to the Senate,FALSE
BIBBLE," ...cut off all food supplies until you return...the death toll is
catastrophic...we must bow to their wishes Your Highness...Please tell us
what to do! If you can hear us Your Highness you must contact me...",FALSE
BOSS NASS," Yousa cannot bees hair. Dis army of mackineeks up dare tis new
weesong",FALSE
BOSS NASS,Jar Jar yousa payen dis time. Who's da uss-en others??,FALSE
BOSS NASS,Whosa dis,FALSE
BOSS NASS," Yousa no tinken yousa greater den da Gungans.. Mesa like dis.
Maybe wesa bein friends.",FALSE
BOSS NASS,Yousa doen grand. Jar Jar bringen da Naboo together,FALSE
BRAVO TWO,What's that?? It's blowing up from the inside,FALSE
BRAVO TWO," He flew into the hold behind the deflector shield and blasted
the main reactor..",FALSE
SEBULBA,"  Neek me chowa wermo mo killee ma klounkee(Next time
we race wermo it will be the end of you!) Una noto wo shag me wompity du
pom pom. ",FALSE
RIC OLIE," Powers back! That little droid did it. He bypassed the main
power drive. Deflector shield up at maximum.",FALSE
RIC OLIE,There's a settlement...a spaceport looks like,FALSE
RIC OLIE,The forward stabalizer,FALSE
RIC OLIE,I don't know we didn't hit it,FALSE
RIC OLIE,I have one battleship on my scope,FALSE
RIC OLIE,You catch on pretty quick.,FALSE
CAPT. PANAKA,Check the transmission generators..,FALSE
CAPT. PANAKA,They've knocked out all our communications,FALSE
CAPT. PANAKA,There are too many of them,FALSE
CAPT. PANAKA,We need to free those pilots.,FALSE
CAPT. PANAKA," ...An extremely well put together little droid. Without a
doubt it saved the ship as well as our lives",FALSE
CAPT. PANAKA,R2-D2 Your Highness,FALSE
CAPT. PANAKA,Wait!,FALSE
CAPT. PANAKA,"  Her Highness commands you to take her handmaiden
with you. She wishes for her to observe the local..",FALSE
CAPT. PANAKA,Yes? CAPT. PANAKA : We'll be right there.,FALSE
CAPT. PANAKA,Qui-Gon is in trouble he says to take off,FALSE
CAPT. PANAKA," Your Highness Senator Palpatine has been nominated to
succeed Valorum as Supreme Chancellor",FALSE
CAPT. PANAKA," The moment we land the Federation will arrest you and force
you to sign the treaty",FALSE
CAPT. PANAKA,How can you be sure,FALSE
CAPT. PANAKA,It looks pretty bad. We'd better seal the ship.,FALSE
CAPT. PANAKA,Who are you,FALSE
CAPT. PANAKA,Do you think they have been taken to camps,FALSE
CAPT. PANAKA," Almost everyone's in camps. A few hundred police and guards
have formed an underground movement. I brought as many of the keaders as I
could. The Federation Army's also much larger than we thought and much
stronger. Your Highness this is a battle I do not think we can win",FALSE
CAPT. PANAKA,Let's try the outside stairway.,FALSE
CAPT. PANAKA,But we can't...,FALSE
CAPT. PANAKA,I think you can kiss your Trade franchise goodbye.,FALSE
CAPT. PANAKA,It could be the Federation jamming us. Your Highness,FALSE
CAPT. PANAKA,In the main hanger. This way.,FALSE
CAPT. PANAKA,The Queen wishes it. She is curious about this planet,FALSE
CAPT. PANAKA," The difficulty's getting into the throne room. Once we're
inside we shouldn't have a problem",FALSE
CAPT. PANAKA,The Hutts?,FALSE
CAPT. PANAKA,Bail Antilles of Alderaan and Ainlee Teem of Malastare,FALSE
CAPT. PANAKA," There are only twelve of us Your Highness....we have no
army",FALSE
CAPT. PANAKA,Don't make me go back and tell her you refuse,FALSE
CAPT. PANAKA," The Senate would revoke their trade franchise and they'd be
finished",FALSE
CAPT. PANAKA," They need her to sign a treaty to make this invasion of
theirs legal. They can't afford to kill her",FALSE
CAPT. PANAKA," You can't take Her Royal Highness there! The Hutts are
gangsters... If they discovered her..",FALSE
CAPT. PANAKA," This is a dangerous situation Your Highness. Our security
volunteers will be no match against a battle-hardened Federation army",FALSE
CAPT. PANAKA," Getting past their blockade is impossible Your Highness.
Any attempt to escape will be dangerous",FALSE
CAPT. PANAKA,Yes Your Highness,FALSE
CAPT. PANAKA,Please Your Majesty stay here...where it's safe,FALSE
CAPT. TARPALS,Ouch time Binks... Ouch time for all-n youse.,FALSE
CAPTAIN,Yes sir,FALSE
CAPTAIN,"  With all due respect for the Trade Federation the
Ambassodors for the Supreme Chancellor wish to board immediately",FALSE
MACE WINDU,A Sith Lord?!,FALSE
MACE WINDU,Be mindful of your feelings..,FALSE
MACE WINDU,His cells contain a high concentration of midi-chlorians,FALSE
MACE WINDU,We forbid it,FALSE
MACE WINDU,Bring him before us then,FALSE
MACE WINDU," Now is not the time for this...the Senate is voting for a new
Spreme Chancellor. Queen Amidala is returning home which will put pressure
on the Federation and could widen the confrontation",FALSE
MACE WINDU,He is your ward Qui-Gon...we will not dispute that,FALSE
MACE WINDU,But which one was destroyed the master or the apprentice?,FALSE
MACE WINDU,Located around a person,FALSE
MACE WINDU,I do not believe they could have returned without us knowing,FALSE
MACE WINDU,Afraid to give up your life,FALSE
MACE WINDU," Protect the Queen but do not intercede if it comes to war
until we have the Senate's approval",FALSE
MACE WINDU," You're referring to the prophesy of the one who will bring
balance to the Force...you believe it's this boy?",FALSE
MACE WINDU," Go with the Queen to Naboo and discover the identity of the
dark warrior. That is the clue we need to unravel this mystery of the Sith.",FALSE
MACE WINDU," This attack was with purpose that is clear and I agree the
Queen is the target",FALSE
MACE WINDU," We will use all our resources here to unravel this mystery and
discover the identity of your attacker... May the Force be with you",FALSE
Characters,Script,Test
MAD AMEDDA,The motion has been seconded by Bail Organa of Alderaan.,FALSE
YODA," Our own council we will keep on who is ready. More to learn he
has..",FALSE
YODA," Always two there are....no more...no less. A maste and an
apprentice",FALSE
YODA,A vergence you say,FALSE
YODA,Afraid are you,FALSE
YODA,Clouded this boy's future is. Masked by his youth,FALSE
YODA," The Chosen One the boy may be; nevertheless grave danger I fear in
his training",FALSE
YODA,The very Republic is threatened if involved the Sith are,FALSE
YODA,Tested he will be.,FALSE
YODA,And draw out the Queen's attacker,FALSE
YODA,Train him not. Take him with you but train him not,FALSE
YODA,Afraid to lose her..I think,FALSE
YODA,Ready so early are you? What know you of ready?,FALSE
YODA," Qui-Gon's defiance I sense in you. Need that you do not. Agree the
council does. Your apprentice young Skywalker will be.",FALSE
YODA," Hard to see the dark side is. Discover who this assassin is we
must",FALSE
YODA,May the Force be with you.,FALSE
YODA," Eveything. Fear is the path to the dark side... fear leads to
anger... anger leads to hate.. hate leads to suffering",FALSE
YODA,But you do! Rrevealed your opinion is,FALSE
YODA,With this Naboo queen you must stay Qui-Gon. Protect her,FALSE
YODA," A Jedi must have the deepest commitment the most serious mind. I
sense much fear in you",FALSE
YODA,May the Force be with you.,FALSE
YODA,Then continue we will.,FALSE
DARTH MAUL," Tatooine is sparsely populated. If the trace was correct I
will find them quickly Master",FALSE
DARTH MAUL,I told you there was more to this...the Jedi are involved.,FALSE
DARTH SIDIOUS,"  ...Viceroy this is my apprentice. Lord Maul. He
will find your lost ship",FALSE
DARTH SIDIOUS," The Queen is on her way to you. I regret she is of no
further use to us. When she gets there destroy her",FALSE
DARTH SIDIOUS,...she is more foolish than I thought,FALSE
FODE/BEED," -
A : Ya pawa culka doe rundee! 
B : Hey it looks like they're clearing the grid.",FALSE
AMEE," You've been working on that thing for years. It's never going to
run",FALSE
EEDO,Yes,FALSE
EG-9,A Republic cruiser! That's trouble...don't you think,FALSE
SEEK," Come on let's go play ball. Keep it up Annie and you're gonna be
bug squash.",FALSE
FINE,Impossible!! I don't...,FALSE
FINE," I knew it! They were sent to force a settlement eh. Blind me
we're done for!",FALSE
FODE/BEED," - 
B : Amazing... a controlled thrust and he's back on course! What a move!",FALSE
FODE/BEED," -
A: Toogi! Toogie!  Toong mee cha kulkah du Boonta magi! tah oos
azalus ooval Poddraces. (We have perfect weather today for the Boonta
classic. The most hazardous of all Podraces.)
B : That's absolutly right. And a big turnout here from all corners of the
Outer Rim territories. I see the contestants are making their way out onto
the starting grid.",FALSE
FODE/BEED," -

B : I see Ben Quadinaros from the Tund system.
A : ...eh Gasgano doowa newpa Ord Petrovia! (And Gasgano in thenew Ord
Pedrovia.)
B : Two time winner Boles Roor...
A : Poo tula moosta woe grane champio Sebulba du Pixelito! Splastyleeya
bookie ookie!! (On the front line the reigning champion Sebulba from
Pixelito. By far the favorite today.)
B : And a late entry Anakin Skywalker a local boy.
A : Wampa peedunkee unko 
B : I see the flaggers are moving onto the track.",FALSE
FODE/BEED," -
A : O grandio lust Jabba Du Hutt amu intoe tah parena. (His honor our
glorious host Jabba the Hutt has entered the arena.)",FALSE
FODE/BEED," -
B : Start your engines.",FALSE
FODE/BEED," - 
A : An dare ovv! 
B : Oh...wait. Little Skywalker has stalled.",FALSE
FODE/BEED," - 
B : And there goes Skywalker... He'll be hard pressed to catch up with the
leaders today.",FALSE
FODE/BEED," -
B : Looks like a few Tusken Riaders have campe out on the canyon dune turn.",FALSE
FODE/BEED," - 
B ; There goes Quadinaros' power couplings.
A : Sebulba! Ka pa me cheespa wata! ",FALSE
FODE/BEED," - 
B : It looks like Skywalker is moving up through the field. He's in...
A : Steeth pa nagoola! ",FALSE
FODE/BEED," - 
A : Ody Mandrell! Coona wa wunda dunko! (Ody Mandrell into the pits for
some attention.",FALSE
FODE/BEED," - 
B :At the start of the third and final lap Sebulba is in the lead closely
followed by Skywalker...",FALSE
FODE/BEED," - 
B : Skywalker is forced onto the service ramp!
A : Oh noah!",FALSE
FODE/BEED," - 
B : He's catching Sebulba.
A : Inkabunga. ",FALSE
FODE/BEED," - 
B : That little human being is out of his mind.
A : Punda tah punda! 
B : They're side by side!
A : Bongo du bongu! ",FALSE
FODE/BEED," -
B : It's Skywalker! The crowd are going nuts! Oh Ah Oh Ah (rock head in
tandem with partner)",FALSE
GENERAL CEEL,Energize the shields.,FALSE
GENERAL CEEL,Retreat! Retreat!,FALSE
GUARD,May I help you son,FALSE
GUARD,The boy is here to see Padme,FALSE
GUARD DROID,Where are you going,FALSE
GUNGAN LOOKOUT,Daza comen,FALSE
JABBA,"  Chowbaso! Tam ka chee Boonta rulee ya kee madda
hodrudda du wundee.  Sebulba tuta Pixelito...",FALSE
JABBA," ...Mawhonic tuta Hok Teemto Pagalies tuta Moonus Mandel Anakin
SKywalker tuta Tatoonine....",FALSE
JABBA," ...Ka bazza kundee hodrudda! (...Let the challenge
begin!)",FALSE
JAR JAR,Oh noooooooooo!,FALSE
JAR JAR,Hey help me! Help me!,FALSE
JAR JAR,Oyi mooie-mooie! I luv yous!,FALSE
JAR JAR,No...no! Mesa stay...Mesa yous humble servaunt,FALSE
JAR JAR,Oh nooooo! Weesa ganna....,FALSE
JAR JAR,...dieeee!,FALSE
JAR JAR,"  Ex-squeeze me but da moto grande safe place would be
Otoh Gunga. Tis where I grew up...Tis safe city.",FALSE
JAR JAR,"  My warning yous. Gungans no liken outlaunders. Don't
expict a wern welcome",FALSE
JAR JAR,Heyo-dalee Cap'n Tarpals Mesa back,FALSE
JAR JAR,How wude.,FALSE
JAR JAR,Daza setten yous up. Goen through da planet core is bad bombin!,FALSE
JAR JAR,Dis is nusen,FALSE
JAR JAR," Mesa cause-ed mabee one or duey lettal bitty axadentes...yud-say
boom da gasser un crash Der Bosses heyblibber...den banished.",FALSE
JAR JAR,Oooops,FALSE
JAR JAR,Wesa free!,FALSE
JAR JAR,Monstairs back!,FALSE
JAR JAR,Wesa in trouble now?,FALSE
JAR JAR,Wesa dude it!,FALSE
JAR JAR,Wesa safe now,FALSE
JAR JAR,What!!?? Oie boie!,FALSE
