,Year,Country_Residence,Origin,Type,Count,Lat_Residence,Lon_Residence,Lat_Origin,Lon_Origin
3058,2016,Croatia,Syria,Refugees (incl. refugee-like situations),60,45.1,15.2,34.802075,38.996815000000005
3133,2016,Hungary,Syria,Refugees (incl. refugee-like situations),584,47.162494,19.503304,34.802075,38.996815000000005
3189,2016,Indonesia,Syria,Refugees (incl. refugee-like situations),30,-0.789275,113.921327,34.802075,38.996815000000005
3230,2016,India,Syria,Refugees (incl. refugee-like situations),65,20.593684,78.96288,34.802075,38.996815000000005
3331,2016,Ireland,Syria,Refugees (incl. refugee-like situations),243,53.41291,-8.243889999999999,34.802075,38.996815000000005
3382,2016,Iraq,Syria,Refugees (incl. refugee-like situations),230836,33.223191,43.679291,34.802075,38.996815000000005
3423,2016,Iceland,Syria,Refugees (incl. refugee-like situations),37,64.96305100000001,-19.020835,34.802075,38.996815000000005
3454,2016,Israel,Syria,Refugees (incl. refugee-like situations),0,31.046051000000002,34.851612,34.802075,38.996815000000005
3570,2016,Italy,Syria,Refugees (incl. refugee-like situations),2613,41.87194,12.56738,34.802075,38.996815000000005
3597,2016,Jamaica,Syria,Refugees (incl. refugee-like situations),0,18.109581,-77.297508,34.802075,38.996815000000005
3636,2016,Jordan,Syria,Refugees (incl. refugee-like situations),648836,30.585164000000002,36.238414,34.802075,38.996815000000005
3667,2016,Japan,Syria,Refugees (incl. refugee-like situations),61,36.204824,138.252924,34.802075,38.996815000000005
3679,2016,Kazakhstan,Syria,Refugees (incl. refugee-like situations),19,48.019573,66.923684,34.802075,38.996815000000005
3714,2016,Kenya,Syria,Refugees (incl. refugee-like situations),0,-0.023559,37.906193,34.802075,38.996815000000005
3730,2016,Kyrgyzstan,Syria,Refugees (incl. refugee-like situations),66,41.20438,74.766098,34.802075,38.996815000000005
3749,2016,Cambodia,Syria,Refugees (incl. refugee-like situations),0,12.565679,104.990963,34.802075,38.996815000000005
3817,2016,South Korea,Syria,Refugees (incl. refugee-like situations),876,35.907757000000004,127.766922,34.802075,38.996815000000005
3855,2016,Kuwait,Syria,Refugees (incl. refugee-like situations),50,29.311659999999996,47.481766,34.802075,38.996815000000005
3911,2016,Lebanon,Syria,Refugees (incl. refugee-like situations),1005503,33.854721000000005,35.862285,34.802075,38.996815000000005
3940,2016,Liberia,Syria,Refugees (incl. refugee-like situations),6,6.4280550000000005,-9.429499,34.802075,38.996815000000005
3966,2016,Libya,Syria,Refugees (incl. refugee-like situations),142,26.3351,17.228331,34.802075,38.996815000000005
3971,2016,Saint Lucia,Syria,Refugees (incl. refugee-like situations),0,13.909444,-60.97889300000001,34.802075,38.996815000000005
3993,2016,Liechtenstein,Syria,Refugees (incl. refugee-like situations),23,47.166000000000004,9.555373,34.802075,38.996815000000005
4005,2016,Sri Lanka,Syria,Refugees (incl. refugee-like situations),8,7.873054,80.77179699999999,34.802075,38.996815000000005
4039,2016,Lithuania,Syria,Refugees (incl. refugee-like situations),23,55.169438,23.881275,34.802075,38.996815000000005
4109,2016,Luxembourg,Syria,Refugees (incl. refugee-like situations),686,49.815273,6.129583,34.802075,38.996815000000005
4151,2016,Latvia,Syria,Refugees (incl. refugee-like situations),143,56.879635,24.603189,34.802075,38.996815000000005
4203,2016,Morocco,Syria,Refugees (incl. refugee-like situations),3242,31.791702,-7.09262,34.802075,38.996815000000005
4238,2016,Moldova,Syria,Refugees (incl. refugee-like situations),218,47.411631,28.369884999999996,34.802075,38.996815000000005
4321,2016,Mexico,Syria,Refugees (incl. refugee-like situations),23,23.634501,-102.552784,34.802075,38.996815000000005
4341,2016,Macedonia [FYROM],Syria,Refugees (incl. refugee-like situations),13,41.608635,21.745275,34.802075,38.996815000000005
4354,2016,Mali,Syria,Refugees (incl. refugee-like situations),11,17.570692,-3.9961660000000006,34.802075,38.996815000000005
4405,2016,Malta,Syria,Refugees (incl. refugee-like situations),1668,35.937496,14.375416,34.802075,38.996815000000005
4432,2016,Montenegro,Syria,Refugees (incl. refugee-like situations),10,42.708678000000006,19.37439,34.802075,38.996815000000005
4490,2016,Mauritania,Syria,Refugees (incl. refugee-like situations),417,21.00789,-10.940835,34.802075,38.996815000000005
4496,2016,Mauritius,Syria,Refugees (incl. refugee-like situations),0,-20.348404000000002,57.552152,34.802075,38.996815000000005
4556,2016,Malaysia,Syria,Refugees (incl. refugee-like situations),458,4.210483999999999,101.97576600000001,34.802075,38.996815000000005
4613,2016,Niger,Syria,Refugees (incl. refugee-like situations),7,17.607789,8.081666,34.802075,38.996815000000005
4646,2016,Nigeria,Syria,Refugees (incl. refugee-like situations),88,9.081999,8.675277000000001,34.802075,38.996815000000005
4759,2016,Netherlands,Syria,Refugees (incl. refugee-like situations),28394,52.132633,5.291266,34.802075,38.996815000000005
4871,2016,Norway,Syria,Refugees (incl. refugee-like situations),11537,60.472024,8.468946,34.802075,38.996815000000005
4920,2016,Nauru,Syria,Refugees (incl. refugee-like situations),0,-0.522778,166.931503,34.802075,38.996815000000005
4980,2016,New Zealand,Syria,Refugees (incl. refugee-like situations),61,-40.900557,174.88597099999998,34.802075,38.996815000000005
4999,2016,Oman,Syria,Refugees (incl. refugee-like situations),7,21.512583,55.923255000000005,34.802075,38.996815000000005
5020,2016,Pakistan,Syria,Refugees (incl. refugee-like situations),13,30.375321000000003,69.345116,34.802075,38.996815000000005
5140,2016,Peru,Syria,Refugees (incl. refugee-like situations),32,-9.189967,-75.015152,34.802075,38.996815000000005
5185,2016,Philippines,Syria,Refugees (incl. refugee-like situations),51,12.879721,121.77401699999999,34.802075,38.996815000000005
5197,2016,Palau,Syria,Refugees (incl. refugee-like situations),0,7.51498,134.58252,34.802075,38.996815000000005
5209,2016,Papua New Guinea,Syria,Refugees (incl. refugee-like situations),0,-6.314993,143.95555,34.802075,38.996815000000005
5261,2016,Poland,Syria,Refugees (incl. refugee-like situations),483,51.919438,19.145135999999997,34.802075,38.996815000000005
5332,2016,Portugal,Syria,Refugees (incl. refugee-like situations),82,39.399871999999995,-8.224454,34.802075,38.996815000000005
5356,2016,Paraguay,Syria,Refugees (incl. refugee-like situations),51,-23.442503,-58.44383199999999,34.802075,38.996815000000005
5368,2016,Qatar,Syria,Refugees (incl. refugee-like situations),32,25.354826,51.183884,34.802075,38.996815000000005
5417,2016,Romania,Syria,Refugees (incl. refugee-like situations),1775,45.943160999999996,24.96676,34.802075,38.996815000000005
5465,2016,Russia,Syria,Refugees (incl. refugee-like situations),1319,61.52401,105.31875600000001,34.802075,38.996815000000005
5500,2016,Saudi Arabia,Syria,Refugees (incl. refugee-like situations),19,23.885942,45.079162,34.802075,38.996815000000005
5528,2016,Sudan,Syria,Refugees (incl. refugee-like situations),6997,12.862807,30.217636,34.802075,38.996815000000005
5573,2016,Senegal,Syria,Refugees (incl. refugee-like situations),0,14.497401000000002,-14.452361999999999,34.802075,38.996815000000005
5596,2016,El Salvador,Syria,Refugees (incl. refugee-like situations),5,13.794185,-88.89653,34.802075,38.996815000000005
5611,2016,Somalia,Syria,Refugees (incl. refugee-like situations),145,5.152149,46.199616,34.802075,38.996815000000005
5642,2016,Serbia,Syria,Refugees (incl. refugee-like situations),747,44.016521000000004,21.005859,34.802075,38.996815000000005
5657,2016,Sudan,Syria,Refugees (incl. refugee-like situations),0,12.862807,30.217636,34.802075,38.996815000000005
5694,2016,Slovakia,Syria,Refugees (incl. refugee-like situations),54,48.669026,19.699023999999998,34.802075,38.996815000000005
5726,2016,Slovenia,Syria,Refugees (incl. refugee-like situations),118,46.151241,14.995463,34.802075,38.996815000000005
5858,2016,Sweden,Syria,Refugees (incl. refugee-like situations),96914,60.128161,18.643501,34.802075,38.996815000000005
5941,2016,Syria,Syria,Refugees (incl. refugee-like situations),0,34.802075,38.996815000000005,34.802075,38.996815000000005
5975,2016,Chad,Syria,Refugees (incl. refugee-like situations),17,15.454166,18.732207,34.802075,38.996815000000005
6005,2016,Togo,Syria,Refugees (incl. refugee-like situations),0,8.619543,0.824782,34.802075,38.996815000000005
6049,2016,Thailand,Syria,Refugees (incl. refugee-like situations),268,15.870032,100.992541,34.802075,38.996815000000005
6086,2016,Trinidad and Tobago,Syria,Refugees (incl. refugee-like situations),31,10.691803,-61.222503,34.802075,38.996815000000005
6111,2016,Tunisia,Syria,Refugees (incl. refugee-like situations),504,33.886917,9.537499,34.802075,38.996815000000005
6180,2016,Turkey,Syria,Refugees (incl. refugee-like situations),2823987,38.963745,35.243322,34.802075,38.996815000000005
6223,2016,Uganda,Syria,Refugees (incl. refugee-like situations),7,1.373333,32.290275,34.802075,38.996815000000005
6296,2016,Ukraine,Syria,Refugees (incl. refugee-like situations),446,48.379433,31.16558,34.802075,38.996815000000005
6352,2016,Uruguay,Syria,Refugees (incl. refugee-like situations),60,-32.522779,-55.765834999999996,34.802075,38.996815000000005
6522,2016,United States,Syria,Refugees (incl. refugee-like situations),6444,37.09024,-95.712891,34.802075,38.996815000000005
6576,2016,Venezuela,Syria,Refugees (incl. refugee-like situations),0,6.42375,-66.58973,34.802075,38.996815000000005
6607,2016,Yemen,Syria,Refugees (incl. refugee-like situations),3249,15.552726999999999,48.516388,34.802075,38.996815000000005
6697,2016,South Africa,Syria,Refugees (incl. refugee-like situations),44,-30.559482,22.937506,34.802075,38.996815000000005
6739,2016,Zambia,Syria,Refugees (incl. refugee-like situations),5,-13.133897,27.849332,34.802075,38.996815000000005
6764,2016,Zimbabwe,Syria,Refugees (incl. refugee-like situations),0,-19.015438,29.154857,34.802075,38.996815000000005
