,Scripts,title,Character,Season
39," It's so weird seeing Ross and Rachel with a baby. It's just so grown "", '  up.",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
40," I know, yeah. I feel like we're all growing up. Person named Wiener, "", '  God that kills me. (Laughs)",THE ONE WITH THE PEDIATRICIAN,Joey,9
41, Look at you all grown up.,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
42," Actually, you know what? I am. That whole thing with Rachel made me realize ', ""  that maybe I'm ready for a more serious relationship. You know? Like I'd like "", ""  to meet a nice mature commitment-minded lady. And looks aren't as important "", ""  as...Nah, she's gotta be hot.",THE ONE WITH THE PEDIATRICIAN,Joey,9
43," You know, I might know somebody. Hey, how about you set me up with ', '  someone, and we double date!",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
44," I can do that, yeah. How is Friday?",THE ONE WITH THE PEDIATRICIAN,Joey,9
45," Done. Oh good, really?",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
46, Yeah!,THE ONE WITH THE PEDIATRICIAN,Joey,9
47," Let's see! (Opens her address book.) Oh, you know who's great? Sandy "", '  Poophack.",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
48, (Laughs) Poophack... (Laughs),THE ONE WITH THE PEDIATRICIAN,Joey,9
49," Yeah... All right, well that rules out Lana Titweiller",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
50, (Laughs),THE ONE WITH THE PEDIATRICIAN,Joey,9
52, (Enters) Hey!,THE ONE WITH THE PEDIATRICIAN,Chandler,9
53, Hey!,THE ONE WITH THE PEDIATRICIAN,Monica,9
54, I've got good news!,THE ONE WITH THE PEDIATRICIAN,Chandler,9
55, You got out of the whole Tulsa thing?,THE ONE WITH THE PEDIATRICIAN,Monica,9
56," Okay, I have news. You don't have to move to Tulsa. You can stay "", '  here and keep your job.",THE ONE WITH THE PEDIATRICIAN,Chandler,9
57, It's great! How?,THE ONE WITH THE PEDIATRICIAN,Monica,9
59, So you're gonna be gone four days a week? (Thinks about it.) No.,THE ONE WITH THE PEDIATRICIAN,Monica,9
60," I'm sorry, are you just used to saying that?",THE ONE WITH THE PEDIATRICIAN,Chandler,9
61, No. I can't be away from you for that long.,THE ONE WITH THE PEDIATRICIAN,Monica,9
62, Really?,THE ONE WITH THE PEDIATRICIAN,Chandler,9
63," Yeah, you're my husband. I'm not gonna live in a different state than "", '  you for 208 days out of the year.",THE ONE WITH THE PEDIATRICIAN,Monica,9
64, That's fast math! We could use you in Tulsa.,THE ONE WITH THE PEDIATRICIAN,Chandler,9
65," Honey, thanks for trying to figure out a way, but if you're going to "", '  Tulsa, I wanna go with you.",THE ONE WITH THE PEDIATRICIAN,Monica,9
66," Hey, you said that without gagging!",THE ONE WITH THE PEDIATRICIAN,Chandler,9
67, I know! (They high-five.),THE ONE WITH THE PEDIATRICIAN,Monica,9
69," (On the phone) Excuse me? Oh yeah? Well, up yours too! (Hangs up)",THE ONE WITH THE PEDIATRICIAN,Rachel,9
70, (Enters from his bedroom)Who the hell was that?!,THE ONE WITH THE PEDIATRICIAN,Ross,9
71, Dr. Wiener.,THE ONE WITH THE PEDIATRICIAN,Rachel,9
72," Rach, you can't call people at three in the morning.",THE ONE WITH THE PEDIATRICIAN,Ross,9
73," Oh you know what, you sound just like his wife!",THE ONE WITH THE PEDIATRICIAN,Rachel,9
74, Was there anything you did wrong with Emma?,THE ONE WITH THE PEDIATRICIAN,Ross,9
75," Yes, of course there is! Okay? I'm not insane!",THE ONE WITH THE PEDIATRICIAN,Rachel,9
76," Well, what was it?",THE ONE WITH THE PEDIATRICIAN,Ross,9
77, Hiccups.,THE ONE WITH THE PEDIATRICIAN,Rachel,9
78," Rach, I told you, you can't call him every time any little thing comes "", '  up.",THE ONE WITH THE PEDIATRICIAN,Ross,9
79," Yeah well, not anymore I can't. He fired us! What are we gonna do? "", '  We have to find a pediatrician. Wait wait, Monica said that when you guys were ', '  growing up, you really liked your doctor. What was his name?",THE ONE WITH THE PEDIATRICIAN,Rachel,9
80," Dr. Gettleman? Yeah I know, I don't think that's a good idea. In fact, "", ""  I think he's dead.",THE ONE WITH THE PEDIATRICIAN,Ross,9
81, Argh! Why does everything happen to me?!,THE ONE WITH THE PEDIATRICIAN,Rachel,9
82," Rach, I promise first thing tomorrow we'll find another doctor, but I "", ""  gotta get up early and I'm not feeling all that well.",THE ONE WITH THE PEDIATRICIAN,Ross,9
83," What? What, do you mean you're not feeling well? What do you have? "", ""  Is it Rubella? Because don't go near Emma, she has not had that shot.",THE ONE WITH THE PEDIATRICIAN,Rachel,9
84," You know? Come to think of it, it does feel Rubella-like! (Walks back ', '  into his room.)",THE ONE WITH THE PEDIATRICIAN,Ross,9
85," (Grabs the phone and stars dialing) (On phone) (In a high pitch voice) ', '  Wiener, Wiener (In a low pitch voice) Wiener, Wiener!!!",THE ONE WITH THE PEDIATRICIAN,Rachel,9
86, (Comes back into the living room) Rachel!!!,THE ONE WITH THE PEDIATRICIAN,Ross,9
87, Great! Now he's gonna know it was me!,THE ONE WITH THE PEDIATRICIAN,Rachel,9
89, (Enters) Hey!,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
90, Hey!,THE ONE WITH THE PEDIATRICIAN,Joey,9
91," So how is this for our big double date tonight? (She is all dressed ', '  up)",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
92, (Realizes that he has forgotten all about the double date) Oh my God!,THE ONE WITH THE PEDIATRICIAN,Joey,9
93," Ooh, great! Just the reaction I was hoping for.",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
94," Yeah, so you found someone for me. You didn't forget?",THE ONE WITH THE PEDIATRICIAN,Joey,9
95," Of course not! And you're gonna love Mary Ellen. She's really smart "", ""  and cute and funny, and I can't tell you how I know this, but she' not opposed "", '  to threesomes. So tell me some about my guy.",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
96, No.,THE ONE WITH THE PEDIATRICIAN,Joey,9
97," Come on, give me something. What's his name?",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
98, Mike.,THE ONE WITH THE PEDIATRICIAN,Joey,9
99, Mike? Okay! What's his last name?,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
100, Damnit! Is there no mystery left in romance anymore!?,THE ONE WITH THE PEDIATRICIAN,Joey,9
101," All right, we'll se you and Mike at the restaurant in a couple hours.",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
102, (Ad-lib good-byes) (Phoebe leaves),THE ONE WITH THE PEDIATRICIAN,Joey and Phoebe,9
103," Why did I have to say Mike? I don't know a Mike! Why couldn't I have "", ""  said... (Looks through his address book) There's no guy in there!",THE ONE WITH THE PEDIATRICIAN,Joey,9
105," It's impossible to find a good doctor. I mean, how do you know the "", '  good ones from the ones who are gonna push their penis against your knee?",THE ONE WITH THE PEDIATRICIAN,Rachel,9
106, Excuse me?,THE ONE WITH THE PEDIATRICIAN,Monica,9
107, I know what she's talking about.,THE ONE WITH THE PEDIATRICIAN,Chandler,9
108," We've got to find a new pediatrician. Ross was getting sick last night, "", '  and I think Emma may have caught it.",THE ONE WITH THE PEDIATRICIAN,Rachel,9
109, Why don't you go see Dr. Gettleman?,THE ONE WITH THE PEDIATRICIAN,Monica,9
110, Ross said he died.,THE ONE WITH THE PEDIATRICIAN,Rachel,9
111," He didn't die. I saw his daughter last week. Said he was fine. Her "", '  on the other hand, botched Botox.",THE ONE WITH THE PEDIATRICIAN,Monica,9
112," Oh, great! Well, then I'm gonna take Emma to see him. I wonder why "", '  Ross said that he died.",THE ONE WITH THE PEDIATRICIAN,Rachel,9
113," Oh, maybe he was getting him confused with his childhood therapist.",THE ONE WITH THE PEDIATRICIAN,Monica,9
114, He saw a therapist?,THE ONE WITH THE PEDIATRICIAN,Chandler,9
115," Yeah, he used to have this recurring nightmare, just really freaked ', '  him out.",THE ONE WITH THE PEDIATRICIAN,Monica,9
116, Why? What was it?,THE ONE WITH THE PEDIATRICIAN,Rachel,9
117, That I was going to eat him.,THE ONE WITH THE PEDIATRICIAN,Monica,9
120, MIKE!!!,THE ONE WITH THE PEDIATRICIAN,Joey,9
121, Yeah?,THE ONE WITH THE PEDIATRICIAN,Mike,9
122, (Checks him out) Okay! (Walks over to his table and sits down with him),THE ONE WITH THE PEDIATRICIAN,Joey,9
124," I gotta tell you, I can't believe I'm doing this with you. Although I "", '  did just get out of a nine-year relationship, so I guess I should be open and ', '  taking some risks.",THE ONE WITH THE PEDIATRICIAN,Mike,9
125," Everything is gonna be fine. Just follow my lead, okay? All you have ', '  to do is pretend to be Mike.",THE ONE WITH THE PEDIATRICIAN,Joey,9
126, I am Mike.,THE ONE WITH THE PEDIATRICIAN,Mike,9
127, Atta boy!,THE ONE WITH THE PEDIATRICIAN,Joey,9
129," Okay, look...",THE ONE WITH THE PEDIATRICIAN,Joey,9
130, (Ad-lib hellos),THE ONE WITH THE PEDIATRICIAN,Everyone,9
131," Joey, this is Mary Ellen Jenkins. So, Mike, how do you and Joey know ', '  each other anyway?",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
132," How do I and Joey know each other? Wow, if I had a nickel for every time ', '  somebody has asked me that.",THE ONE WITH THE PEDIATRICIAN,Mike,9
133, (Laughs) From school.,THE ONE WITH THE PEDIATRICIAN,Joey,9
134," Yeah, we met in college. (Off Joey's look) I mean, high school.",THE ONE WITH THE PEDIATRICIAN,Mike,9
135," Wow, you guys go way back then. So what are you up to these days?",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
136," Well, I'm a lawyer.",THE ONE WITH THE PEDIATRICIAN,Mike,9
137," Mike, 'attorney at law'!",THE ONE WITH THE PEDIATRICIAN,Joey,9
138," Actually, I just gave up my practice.",THE ONE WITH THE PEDIATRICIAN,Mike,9
139, What? That's the kinda thing you usually run by me.,THE ONE WITH THE PEDIATRICIAN,Joey,9
140," I always wanted to play piano professionally, and I figured if I don't "", '  do this now, I never will.",THE ONE WITH THE PEDIATRICIAN,Mike,9
141," Wow, that's great! I liked that better than the law thing, so...",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
142, Which is why I waited until now to introduce you to Mike.,THE ONE WITH THE PEDIATRICIAN,Joey,9
143, I thought you thought he was still a lawyer.,THE ONE WITH THE PEDIATRICIAN,Mary Ellen,9
144," No, no, that's not what I meant. Let's get you a cocktail.",THE ONE WITH THE PEDIATRICIAN,Joey,9
147, Hey!,THE ONE WITH THE PEDIATRICIAN,Monica,9
148, Hey!,THE ONE WITH THE PEDIATRICIAN,Chandler,9
149, What are you doing?,THE ONE WITH THE PEDIATRICIAN,Monica,9
150, Looking for restaurant jobs for you in Tulsa.,THE ONE WITH THE PEDIATRICIAN,Chandler,9
151, That's so sweet. Find anything?,THE ONE WITH THE PEDIATRICIAN,Monica,9
152, Slim Pickings.,THE ONE WITH THE PEDIATRICIAN,Chandler,9
153," Nothing, huh?",THE ONE WITH THE PEDIATRICIAN,Monica,9
154," No, 'Slim Pickings', it's a barbecue restaurant. They're looking "", ""  for a cook. Actually 'cook' may be a bit of a stretch. They're looking for someone "", '  to shovel mesquite.",THE ONE WITH THE PEDIATRICIAN,Chandler,9
155, 'Slim Pickings'...That is so cheesy.,THE ONE WITH THE PEDIATRICIAN,Monica,9
156, 'So Cheesy' also has an opening.,THE ONE WITH THE PEDIATRICIAN,Chandler,9
157," Honey, that's okay. I actually know this woman, Nancy, who's a restaurant "", ""  biz head-hunter. Maybe she'll know of something.",THE ONE WITH THE PEDIATRICIAN,Monica,9
158," Can I just say how much I appreciate you coming with me. When we ', ""  get to Tulsa I'm taking you for a great dinner at 'Slim Pickings'. 'So Cheesy'? "", ""  'Whole Hog'? It's going to be tough to keep Kosher in Tulsa.",THE ONE WITH THE PEDIATRICIAN,Chandler,9
159," (On phone) Hi, Nancy. Hi, it's Monica Geller. I'm good. Listen, I'm "", '  looking for a job in Tulsa. Well yeah, my husband has been relocated...Because ', ""  I love him! No, I don't want a job in New York. Javo (sp?) is looking? Oh my "", '  God! He asked for me personally? Oh my God! Oh, wow, this is really flattering, ', ""  but I'm moving to Tulsa. Yeah, so if you would tell Javo (sp?) 'I'll take it!'",THE ONE WITH THE PEDIATRICIAN,Monica,9
161," Hi, my name is Rachel Green, I have an appointment for Emma.",THE ONE WITH THE PEDIATRICIAN,Rachel,9
162," Dr. Gettleman is finishing up with a patient, he should be out ', '  shortly.",THE ONE WITH THE PEDIATRICIAN,Receptionist,9
163," (To a patient) I think you just have a cold, it's definitely "", '  not Strep.",THE ONE WITH THE PEDIATRICIAN,Dr. Gettleman,9
164, Thanks doctor.,THE ONE WITH THE PEDIATRICIAN,Ross,9
165, Would you like a lollypop?,THE ONE WITH THE PEDIATRICIAN,Dr. Gettleman,9
166," You even have to ask?! (He grabs a lollypop out of a jar) (Sees Rachel) ', '  (To Rachel) He is alive!",THE ONE WITH THE PEDIATRICIAN,Ross,9
168," You know, it's so surprising that you and Joey have known each other "", ""  for so long and I've never heard about you.",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
169," Yeah, that's because we had a bit of a falling out. Mike hit my mom with "", '  a car.",THE ONE WITH THE PEDIATRICIAN,Joey,9
170," No, I didn't.",THE ONE WITH THE PEDIATRICIAN,Mike,9
171," That's okay Mike, I have forgiven you. And now we're friends again everything's "", '  great!",THE ONE WITH THE PEDIATRICIAN,Joey,9
173," Please, we're trying to have a conversation. (Pushes the wine glass closer "", '  to Mary Ellen.)",THE ONE WITH THE PEDIATRICIAN,Joey,9
174," Wow, you're a lot nicer on 'Days of Our Lives'.",THE ONE WITH THE PEDIATRICIAN,Mary Ellen,9
175, 'Days of Our Lives'! That's why you look so familiar!,THE ONE WITH THE PEDIATRICIAN,Mike,9
176, What?!,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
177, What?!,THE ONE WITH THE PEDIATRICIAN,Mike,9
178, What?!,THE ONE WITH THE PEDIATRICIAN,Joey,9
179, Do you not know each other?,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
180," (Laughs) Of course we do! Mike is playing a game that we used to play ', ""  in high school. Yeah, where we pretend we don't know each other. We played all "", '  kinds of games. (To Mike) Hey, remember the one where I punch you in the face ', '  for not being cool?!",THE ONE WITH THE PEDIATRICIAN,Joey,9
181," Mike, let me ask you something. How many sisters does Joey have?",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
182, (Joey holds up six fingers) Six!,THE ONE WITH THE PEDIATRICIAN,Mike,9
183," What are you doing? I said seven! (Holds up six fingers.) (Realizes his ', '  mistake) Argh!!!",THE ONE WITH THE PEDIATRICIAN,Joey,9
184," Joey, why did you set me up with a stranger?",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
185," Because I forgot about our date, I'm so sorry.",THE ONE WITH THE PEDIATRICIAN,Joey,9
186," I'm sorry too. And just to be clear, I didn't hit his mother with a car.",THE ONE WITH THE PEDIATRICIAN,Mike,9
187," (To Joey) You are unbelievable! I spent so much time finding the perfect ', '  girl for you, you know. Mary Ellen is really smart and cute and loose.",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
188, Hey!,THE ONE WITH THE PEDIATRICIAN,Mary Ellen,9
189," Who are you kidding? (To Joey) You just find some guy off the street ', '  for me? Oh God! This is humiliating!",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
190," Look Phoebe I'm so sorry! Hey, look, if you don't like this guy I can "", '  find you a better one. (Looks around) Mike!! Mike!!",THE ONE WITH THE PEDIATRICIAN,Joey,9
191, I'm out of here (She leaves),THE ONE WITH THE PEDIATRICIAN,Phoebe,9
192, It was nice meeting you!,THE ONE WITH THE PEDIATRICIAN,Mike,9
193, (To Mary Ellen) You're leaving too?,THE ONE WITH THE PEDIATRICIAN,Joey,9
194, I'll stay if you can tell me my name.,THE ONE WITH THE PEDIATRICIAN,Mary Ellen,9
195, Good night!,THE ONE WITH THE PEDIATRICIAN,Joey,9
197," Honey, we're leaving tomorrow you've still got a lot of packing to "", '  do.",THE ONE WITH THE PEDIATRICIAN,Chandler,9
198, You're right. (Pause) Maybe I shouldn't go.,THE ONE WITH THE PEDIATRICIAN,Monica,9
199, What?,THE ONE WITH THE PEDIATRICIAN,Chandler,9
200," So Nancy told me about this job at this great restaurant, Javo (sp?). ', ""  It's just a little outside of Tulsa.",THE ONE WITH THE PEDIATRICIAN,Monica,9
201, How far outside?,THE ONE WITH THE PEDIATRICIAN,Chandler,9
202, Manhattan.,THE ONE WITH THE PEDIATRICIAN,Monica,9
203," And you're thinking of taking it? (Pause) So before you said being "", ""  me with me was more important than any job, but I guess now it's old job, (Raises "", '  his hand) me, (Raises his hand) new job.",THE ONE WITH THE PEDIATRICIAN,Chandler,9
204," I'm gonna miss this hand! Okay I know it's a lot to ask, but oh my "", '  God Chandler, this is a once in a lifetime opportunity.",THE ONE WITH THE PEDIATRICIAN,Monica,9
205, What happened to 'you can't live without me four days a week'?,THE ONE WITH THE PEDIATRICIAN,Chandler,9
206," Well, if you really think about it, I mean four days is not that long. ', '  I mean, I see you Monday before you go to work, and I see you Thursday when ', '  you get back, and I always work late on Tuesdays, so really if you think about ', ""  it, it's really just one day. And well, if we can't make it one day, we've got "", '  real problems my friend.",THE ONE WITH THE PEDIATRICIAN,Monica,9
207, I think you should take the job.,THE ONE WITH THE PEDIATRICIAN,Chandler,9
208, Really?,THE ONE WITH THE PEDIATRICIAN,Monica,9
209," Yeah. I know it must be important to you when you start chattering ', '  like a monkey.",THE ONE WITH THE PEDIATRICIAN,Chandler,9
210, That's the nicest anyone has ever said to me!,THE ONE WITH THE PEDIATRICIAN,Monica,9
212, Hey!,THE ONE WITH THE PEDIATRICIAN,Ross,9
213, How was the pediatrician?,THE ONE WITH THE PEDIATRICIAN,Monica,9
214," Oh, I really liked him. (Looks at Ross) Yeah, it was really, really, ', '  really good.",THE ONE WITH THE PEDIATRICIAN,Rachel,9
215, You promised you wouldn't say anything.,THE ONE WITH THE PEDIATRICIAN,Ross,9
216," I know. (Pause) Ross still sees his pediatrician!!! (To Ross) I don't "", '  care!",THE ONE WITH THE PEDIATRICIAN,Rachel,9
217, Are you serious? You still see Dr. Gettleman?,THE ONE WITH THE PEDIATRICIAN,Monica,9
218, He's a brilliant diagnostician!,THE ONE WITH THE PEDIATRICIAN,Ross,9
219, Diagnostician or boo-boo fixer?,THE ONE WITH THE PEDIATRICIAN,Chandler,9
220," Ross, seriously! You've gotta go to an appropriate doctor.",THE ONE WITH THE PEDIATRICIAN,Rachel,9
221," Why? Why? I know it's a little weird, but hey, he's a great doctor, okay? "", '  He knows my medical history, and every time I go in there, he makes a big deal. ', ""  'Ah look, it's my favorite patient!'",THE ONE WITH THE PEDIATRICIAN,Ross,9
222, Does he say that before he sticks his thermometer in your touchy?,THE ONE WITH THE PEDIATRICIAN,Chandler,9
223," Hey, I seem to remember someone bringing his security blanket to college!",THE ONE WITH THE PEDIATRICIAN,Ross,9
224, That was not a security blanket! That was a wall-hanging!,THE ONE WITH THE PEDIATRICIAN,Chandler,9
225, It didn't spend much time on the wall!!!,THE ONE WITH THE PEDIATRICIAN,Ross,9
227," Excuse me, hi. I was hoping I would run into you. Can we talk?",THE ONE WITH THE PEDIATRICIAN,Mike,9
228, Sure.,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
229," I'm sorry, really, I'm so embarrassed. Really, I'm a pretty nice guy. "", ""  Just ask my parole officer...Apparently I'm not a funny guy.",THE ONE WITH THE PEDIATRICIAN,Mike,9
230, Why did you go along with that?,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
231," Because I was told I'd get a free dinner, which I didn't. And that I'd "", '  meet a pretty girl. Which I did.",THE ONE WITH THE PEDIATRICIAN,Mike,9
232," That's true. (Pause) Well, is anything you told me about yourself true?",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
233," My name in Mike, and I do play piano.",THE ONE WITH THE PEDIATRICIAN,Mike,9
234, Prove it.,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
235, There isn't a piano here.,THE ONE WITH THE PEDIATRICIAN,Mike,9
236, That wouldn't stand in the way of a true pianist.,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
237, (Plays 'air piano'),THE ONE WITH THE PEDIATRICIAN,Mike,9
238, You are really good! I play a little guitar myself.,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
239, Really?,THE ONE WITH THE PEDIATRICIAN,Mike,9
240, Uhuh.,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
241, That's great. What kind of music do you play?,THE ONE WITH THE PEDIATRICIAN,Mike,9
242," Well, like acoustic folksy stuff. You know? But right now I'm working "", ""  on a couple 'Iron Maiden' covers.",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
243," Do you think that maybe, sometime, I could...",THE ONE WITH THE PEDIATRICIAN,Mike,9
244," It's okay. Go ahead, ask me out.",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
245, Okay. Do you think maybe sometime I could take you out?,THE ONE WITH THE PEDIATRICIAN,Mike,9
246, (Walks In),THE ONE WITH THE PEDIATRICIAN,Joey,9
247," (To Mike) Oh, you just caught me off guard! Yeah, that would be nice.",THE ONE WITH THE PEDIATRICIAN,Phoebe,9
248, Look at this. My two best friends!,THE ONE WITH THE PEDIATRICIAN,Joey,9
251," Excuse me, I don't mean to be a jerk, but the baby with the rash came "", '  in after me.",THE ONE WITH THE PEDIATRICIAN,Ross,9
252, The doctor will be right with you sir.,THE ONE WITH THE PEDIATRICIAN,Receptionist,9
253," (Reading a book) Mommy, I can't find Waldo.",THE ONE WITH THE PEDIATRICIAN,Girl,9
254, With the circus? He's behind the elephant.,THE ONE WITH THE PEDIATRICIAN,Ross,9
255," Wow, so your child is a big fan of the Waldo books too?",THE ONE WITH THE PEDIATRICIAN,Woman,9
256," Yeah, that's how I know. I'm Ross by the way.",THE ONE WITH THE PEDIATRICIAN,Ross,9
257," Hi, I'm Sally. So, no ring. Can I assume you are also a single parent?",THE ONE WITH THE PEDIATRICIAN,Sally,9
258, I am a single parent.,THE ONE WITH THE PEDIATRICIAN,Ross,9
259," It's hard isn't it? There's almost no time for a social life. I mean, "", '  where are you gonna meet someone?",THE ONE WITH THE PEDIATRICIAN,Sally,9
260," Well, let's say, I don't know, you met someone in the pediatrician's "", '  office.",THE ONE WITH THE PEDIATRICIAN,Ross,9
261," (To Ross) Rossy, we're ready for you.",THE ONE WITH THE PEDIATRICIAN,Nurse,9
262," Hmm, yeah. (To a random boy in the waiting room) Come on Ross jr. It's "", '  time to go in.",THE ONE WITH THE PEDIATRICIAN,Ross,9
263, Mommy (He walks over to Sally.),THE ONE WITH THE PEDIATRICIAN,Boy,9
264," Mommy, what's wrong with that man?",THE ONE WITH THE PEDIATRICIAN,Girl,9
265," Hey, I helped you find Waldo!",THE ONE WITH THE PEDIATRICIAN,Ross,9
267," (Enters) Oh good, you haven't left yet.",THE ONE WITH THE PEDIATRICIAN,Ross,9
268, Where have you been?,THE ONE WITH THE PEDIATRICIAN,Monica,9
269," I got held up at Dr. Gettleman's office. There was some guy that freaked "", '  everybody out.",THE ONE WITH THE PEDIATRICIAN,Ross,9
270," Well, you got here just in time. I really have to go buddy. (They ', '  hug)",THE ONE WITH THE PEDIATRICIAN,Chandler,9
271, Oh man.,THE ONE WITH THE PEDIATRICIAN,Ross,9
272, Promise to call me when you land.,THE ONE WITH THE PEDIATRICIAN,Monica,9
273, Of course I will call you. I love you.,THE ONE WITH THE PEDIATRICIAN,Chandler,9
274, I love you too. (They kiss),THE ONE WITH THE PEDIATRICIAN,Monica,9
275," Okay, wow, wow, wow. Watch the tongue people, we've got a baby over "", '  here.",THE ONE WITH THE PEDIATRICIAN,Rachel,9
276, Bye Chandler.,THE ONE WITH THE PEDIATRICIAN,Phoebe,9
277, Awww. (They hug) Bye!,THE ONE WITH THE PEDIATRICIAN,Chandler,9
278, Bye honey. (They hug),THE ONE WITH THE PEDIATRICIAN,Rachel,9
279, (Tries to hug Joey but J. moves away) What's the matter Joe?,THE ONE WITH THE PEDIATRICIAN,Chandler,9
280," I'm mad at you for leaving! You're nothing but a big leaver. Big leaver "", '  with a stupid suitcase.",THE ONE WITH THE PEDIATRICIAN,Joey,9
281, Any chance you are trying to pick a fight to make all this easier?,THE ONE WITH THE PEDIATRICIAN,Chandler,9
282," Dude, you see right thru me!! (They hug) (Joey heads for the door and ', ""  pushes Chandler's suitcase on the way out.)",THE ONE WITH THE PEDIATRICIAN,Joey,9
283," Well, bye Mon, bye Ross, Rachel, bye Emma!",THE ONE WITH THE PEDIATRICIAN,Chandler,9
